MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
1200,	0.779237,0.00088821,0.768049,-0.0111882
1210,	0.781309,0.000983507,0.696351,-0.0849577
1220,	0.773379,0.00118414,0.691852,-0.0815267
1230,	0.774903,0.00185876,0.737254,-0.0376493
1240,	0.770041,-0.00274539,0.745732,-0.0243088
1250,	0.77616,-0.00191015,0.692408,-0.0837524
1260,	0.77299,0.00297409,0.692452,-0.0805384
1270,	0.770072,-0.000971496,0.728866,-0.0412057
1280,	0.770818,-0.000186459,0.721839,-0.0489791
1290,	0.77294,0.00325142,0.855442,0.082502
1300,	0.775926,-8.00398e-05,0.722536,-0.0533906
1310,	0.773726,-0.00128149,0.811829,0.0381037
1320,	0.776522,-0.000578269,0.866223,0.0897013
1330,	0.770113,0.00295476,0.863427,0.0933142
1340,	0.770497,0.000162048,0.822372,0.0518754
1350,	0.782188,-0.00256139,0.716914,-0.0652746
1360,	0.775888,0.00404145,0.908605,0.132717
1370,	0.775649,0.000935931,0.773909,-0.00173998
1380,	0.77663,0.00135196,0.725615,-0.0510151
1390,	0.772479,0.00130328,0.738123,-0.0343556
1400,	0.775441,-0.0017228,0.803198,0.0277569
1410,	0.777283,0.00152153,0.809587,0.0323042
1420,	0.780645,-7.0751e-05,0.729348,-0.0512972
1430,	0.774282,0.000482939,0.784807,0.0105249
1440,	0.775263,0.0030536,0.716527,-0.0587363
1450,	0.779059,-0.000521126,0.869621,0.0905614
1460,	0.777244,0.00315193,0.790997,0.013753
1470,	0.774959,-0.000747691,0.738215,-0.036744
1480,	0.776058,-0.000757253,0.708834,-0.0672244
1490,	0.775238,-0.00207437,0.737388,-0.03785
1500,	0.774727,0.00103298,0.773326,-0.00140089
1510,	0.775965,0.000614759,0.770331,-0.00563466
1520,	0.772768,0.000948301,0.782634,0.00986659
1530,	0.775184,0.0025059,0.628742,-0.146442
1540,	0.772822,-0.00137881,0.763124,-0.00969779
1550,	0.77481,-0.000346418,0.749647,-0.0251622
1560,	0.775372,0.00333826,0.759041,-0.0163309
1570,	0.7763,-0.000872454,0.737834,-0.0384661
1580,	0.775894,0.0013134,0.787625,0.0117312
1590,	0.775689,-0.00213974,0.861135,0.0854461
1600,	0.781299,-0.000828771,0.804146,0.0228472
1610,	0.77988,0.00148547,0.720275,-0.0596046
1620,	0.777042,-0.00182717,0.723128,-0.0539141
1630,	0.779203,-0.00390991,0.720307,-0.0588965
1640,	0.77769,0.00131534,0.769984,-0.00770551
1650,	0.775303,-0.004206,0.623322,-0.151981
1660,	0.778666,-0.000898518,0.704442,-0.0742239
1670,	0.777596,-0.000953837,0.750903,-0.0266932
1680,	0.774909,0.0031082,0.854184,0.0792747
1690,	0.77663,0.00279461,0.789056,0.0124257
1700,	0.775694,-3.49446e-05,0.703096,-0.072598
1710,	0.777948,0.00223741,0.764676,-0.0132712
1720,	0.776716,-0.00267448,0.800917,0.0242009
1730,	0.779197,0.00372624,0.92965,0.150453
1740,	0.772053,-0.00520768,0.76682,-0.00523298
1750,	0.772142,-0.00164282,0.807363,0.0352206
1760,	0.771382,-0.00403091,0.775497,0.00411516
1770,	0.774832,0.00270719,0.845422,0.0705896
1780,	0.773993,-0.00143631,0.737263,-0.0367294
1790,	0.777173,-9.99805e-06,0.748398,-0.0287752
1800,	0.772192,-0.000236679,0.763502,-0.00868986
1810,	0.772145,-0.00304433,0.729526,-0.0426196
1820,	0.770172,-0.000215505,0.781464,0.0112925
1830,	0.775878,-0.000653861,0.815001,0.0391226
1840,	0.773043,0.00213146,0.677422,-0.0956211
1850,	0.781778,0.00101383,0.742212,-0.0395652
1860,	0.777948,-0.00235478,0.787245,0.00929747
1870,	0.779655,0.00185678,0.76948,-0.0101748
1880,	0.77628,-0.000987627,0.758953,-0.0173273
1890,	0.776082,0.00183438,0.805131,0.0290499
1900,	0.780978,-0.00106723,0.862489,0.0815113
1910,	0.783656,0.000119714,0.822101,0.0384446
1920,	0.776873,-4.65123e-05,0.721966,-0.0549068
1930,	0.778518,0.000408588,0.767905,-0.0106131
1940,	0.781064,0.00314726,0.742016,-0.0390481
1950,	0.773474,0.00294277,0.827427,0.0539525
1960,	0.781123,0.000661056,0.701123,-0.0799997
1970,	0.777764,-0.00208141,0.780354,0.00258981
1980,	0.776182,-0.0032871,0.771529,-0.00465246
1990,	0.779888,0.00153491,0.744944,-0.0349434
2000,	0.775727,0.0011513,0.83394,0.0582129
2010,	0.778687,-0.000652503,0.744466,-0.034221
2020,	0.780776,-0.0011054,0.778567,-0.00220932
2030,	0.776208,0.0041478,0.740881,-0.0353272
2040,	0.77898,0.00112859,0.716035,-0.0629449
2050,	0.776013,-0.00329849,0.743288,-0.0327246
2060,	0.778696,-0.000662467,0.78145,0.00275331
2070,	0.783826,-0.00257003,0.798493,0.0146676
2080,	0.776727,0.00143513,0.715079,-0.0616484
2090,	0.771587,-0.000437226,0.657154,-0.114433
2100,	0.771777,0.00369101,0.762389,-0.00938798
2110,	0.782261,0.00171914,0.805126,0.0228656
2120,	0.782146,0.00110307,0.758953,-0.0231928
2130,	0.783077,-0.00285517,0.770735,-0.0123418
2140,	0.784632,-0.00135246,0.698092,-0.0865406
2150,	0.779931,-0.000445989,0.719419,-0.0605126
2160,	0.778711,-0.000401941,0.760069,-0.0186427
2170,	0.780149,0.00434506,0.772179,-0.00796973
2180,	0.778709,-0.000726301,0.745657,-0.0330521
2190,	0.777704,-0.000542098,0.820129,0.0424258
2200,	0.78006,0.00271056,0.82659,0.0465301
2210,	0.778627,-0.00246063,0.81417,0.0355428
2220,	0.779843,0.00729305,0.831829,0.0519862
2230,	0.776356,-7.17198e-05,0.762889,-0.0134672
2240,	0.778019,0.00303442,0.783691,0.00567156
2250,	0.788774,-0.00197934,0.847309,0.0585348
2260,	0.779964,0.00234783,0.8373,0.057336
2270,	0.777828,0.000907518,0.875874,0.0980464
2280,	0.779794,-0.0007515,0.690915,-0.0888792
2290,	0.780411,-0.000591252,0.867404,0.0869929
2300,	0.781683,0.000321624,0.654137,-0.127546
2310,	0.784397,0.00105922,0.73862,-0.0457774
2320,	0.782027,0.00125845,0.775512,-0.0065155
2330,	0.777476,-0.00096823,0.805582,0.0281065
2340,	0.781427,-0.00301231,0.807643,0.0262161
2350,	0.784707,-0.00351604,0.722497,-0.0622099
2360,	0.780505,0.00204788,0.760836,-0.0196695
2370,	0.782103,-0.00121063,0.83049,0.0483872
2380,	0.781656,-0.00292987,0.795723,0.0140673
2390,	0.779589,-0.00145574,0.702763,-0.0768261
2400,	0.781841,0.0022987,0.738051,-0.0437898
2410,	0.777248,-0.00333107,0.638382,-0.138866
2420,	0.775901,-0.00339466,0.866318,0.0904171
2430,	0.77529,-9.78491e-05,0.650071,-0.125219
2440,	0.777938,-0.00062392,0.798135,0.0201962
2450,	0.7768,0.000945848,0.864821,0.0880201
2460,	0.783009,-0.00050283,0.707395,-0.0756142
2470,	0.774556,0.00145963,0.789247,0.0146907
2480,	0.779463,-8.08415e-05,0.743335,-0.036128
2490,	0.780748,0.000924407,0.691731,-0.0890166
2500,	0.778231,-0.000349606,0.882221,0.10399
2510,	0.777923,0.00344322,0.86711,0.0891868
2520,	0.78399,0.00178498,0.86938,0.08539
2530,	0.776321,-0.000515175,0.778749,0.00242839
2540,	0.779134,0.00144153,0.755732,-0.023402
2550,	0.781321,-0.000458471,0.720262,-0.0610594
2560,	0.782664,0.000681472,0.741689,-0.0409748
2570,	0.778007,0.0027908,0.749106,-0.0289009
2580,	0.784045,-0.000844175,0.725367,-0.0586782
2590,	0.777826,0.00239283,0.864583,0.0867569
2600,	0.77754,-0.00205589,0.81669,0.0391507
2610,	0.780299,0.00415614,0.794653,0.0143542
2620,	0.776313,0.00494527,0.869503,0.0931899
2630,	0.777288,0.0038529,0.625902,-0.151386
2640,	0.781732,0.000357487,0.735363,-0.0463692
2650,	0.779483,-0.00143147,0.684128,-0.0953556
2660,	0.784147,-0.00362968,0.838602,0.0544544
2670,	0.77978,-0.000744766,0.746759,-0.0330212
2680,	0.782097,0.000660666,0.833847,0.0517492
2690,	0.783234,0.00064582,0.740347,-0.0428871
2700,	0.780412,-0.00113606,0.74663,-0.0337823
2710,	0.782438,0.00133011,0.820904,0.0384657
2720,	0.780891,3.59758e-05,0.655634,-0.125257
2730,	0.78102,-0.00348784,0.650502,-0.130518
2740,	0.780915,-0.00258131,0.716507,-0.0644086
2750,	0.778598,0.00250738,0.790559,0.0119614
2760,	0.777251,-0.000535217,0.755553,-0.0216981
2770,	0.782676,0.00136664,0.810162,0.0274856
2780,	0.780857,-0.000972541,0.830809,0.0499516
2790,	0.779582,-0.00123429,0.771802,-0.00777989
2800,	0.779207,-0.00116828,0.679489,-0.0997178
2810,	0.781594,0.000501961,0.746858,-0.0347356
2820,	0.780771,-0.00439738,0.79783,0.0170595
2830,	0.782743,-0.000975733,0.76562,-0.0171233
2840,	0.778989,0.000758564,0.75718,-0.0218093
2850,	0.774068,0.00281514,0.77948,0.00541259
2860,	0.773179,0.00105669,0.802278,0.029099
2870,	0.778657,0.000466131,0.7398,-0.0388571
2880,	0.780965,0.00312627,0.736628,-0.0443369
2890,	0.777606,0.00117772,0.811965,0.0343584
2900,	0.780319,0.00283634,0.895137,0.114818
2910,	0.78148,-0.00227886,0.795812,0.0143319
2920,	0.77487,0.000498977,0.781247,0.0063768
2930,	0.780082,0.00100659,0.693248,-0.0868344
2940,	0.77456,0.000561945,0.621741,-0.152819
2950,	0.776113,-0.00149222,0.754549,-0.0215648
2960,	0.776018,0.00235582,0.721181,-0.0548368
2970,	0.779417,-0.000273146,0.783625,0.00420876
2980,	0.777299,0.00590899,0.803915,0.0266153
2990,	0.777532,-0.00196155,0.816077,0.0385449
3000,	0.780808,-0.00142208,0.745401,-0.0354067
3010,	0.777418,-0.00350391,0.73281,-0.0446074
3020,	0.779573,-0.00281969,0.782831,0.00325757
3030,	0.779362,-0.00069635,0.900802,0.121441
3040,	0.782824,0.00143647,0.783212,0.000387643
3050,	0.780759,-0.00294598,0.867147,0.0863884
3060,	0.779384,-0.00398111,0.70245,-0.0769339
3070,	0.782125,-0.0024486,0.787352,0.0052263
3080,	0.782185,0.00131739,0.634289,-0.147896
3090,	0.776539,-0.00067945,0.774932,-0.00160631
3100,	0.781048,-0.00434481,0.739999,-0.0410494
3110,	0.773286,0.00212507,0.74588,-0.0274059
3120,	0.783163,-0.0020763,0.690415,-0.0927474
3130,	0.783431,3.79951e-05,0.7233,-0.0601312
3140,	0.776725,-0.00371479,0.767932,-0.00879261
3150,	0.776387,0.0013225,0.79939,0.0230032
3160,	0.779049,0.00505427,0.771921,-0.00712846
3170,	0.779269,0.00105287,0.724497,-0.0547713
3180,	0.777627,-0.00241815,0.897172,0.119545
3190,	0.782518,4.77315e-05,0.794773,0.0122551
3200,	0.779531,0.00180301,0.775784,-0.00374769
3210,	0.785473,-0.00371661,0.730665,-0.0548078
3220,	0.78148,0.00372317,0.788233,0.00675287
3230,	0.774802,0.00158825,0.781703,0.0069005
3240,	0.779972,-0.00129481,0.815241,0.0352692
3250,	0.781067,0.00042311,0.816946,0.0358791
3260,	0.779897,-0.00260738,0.72416,-0.0557367
3270,	0.782354,-0.00196189,0.754648,-0.0277066
3280,	0.775637,0.00318331,0.7092,-0.0664369
3290,	0.776348,0.00238031,0.762412,-0.0139356
3300,	0.778283,-0.00340247,0.735404,-0.0428793
3310,	0.783382,-0.00317508,0.728132,-0.0552497
3320,	0.773108,0.00118054,0.801363,0.0282552
3330,	0.776303,-0.00235253,0.758048,-0.0182549
3340,	0.7767,0.00516525,0.722806,-0.0538948
3350,	0.77658,0.00413283,0.722868,-0.053712
3360,	0.783333,9.7623e-05,0.749718,-0.0336146
3370,	0.780335,0.00243122,0.794894,0.0145593
3380,	0.78288,-0.00148758,0.851839,0.0689591
3390,	0.780928,0.00174642,0.722917,-0.0580117
3400,	0.784837,-0.00144941,0.831485,0.0466477
3410,	0.77654,-0.000445871,0.879004,0.102464
3420,	0.779197,0.00246992,0.734602,-0.0445957
3430,	0.777452,-0.00158082,0.808971,0.031519
3440,	0.777365,-0.00458711,0.709147,-0.0682185
3450,	0.782559,0.000528906,0.807884,0.0253256
3460,	0.776292,-0.00217826,0.732593,-0.0436991
3470,	0.780764,-0.00128022,0.691553,-0.0892101
3480,	0.774844,0.00243681,0.729659,-0.0451845
3490,	0.778446,-0.000714868,0.757254,-0.0211917
3500,	0.777074,-0.000601437,0.637997,-0.139077
3510,	0.780683,-0.00435727,0.816949,0.0362667
3520,	0.781672,0.000929398,0.810677,0.029005
3530,	0.77754,0.00152496,0.736545,-0.0409949
3540,	0.780001,0.000311475,0.766335,-0.0136656
3550,	0.778949,-0.00264409,0.777718,-0.00123128
3560,	0.783344,0.00464024,0.793128,0.00978387
3570,	0.78301,0.00212341,0.811419,0.0284095
3580,	0.777449,0.00368417,0.780461,0.00301217
3590,	0.776954,-0.00174569,0.746902,-0.0300524
3600,	0.780877,0.00014394,0.721071,-0.0598053
3610,	0.775999,-0.00164526,0.784731,0.00873209
3620,	0.773473,-0.000408806,0.821801,0.0483279
3630,	0.781209,-0.000429988,0.761322,-0.0198872
3640,	0.777207,0.00123802,0.671906,-0.105302
3650,	0.773614,0.00301591,0.68412,-0.0894942
3660,	0.784797,-0.00243947,0.882846,0.0980493
3670,	0.78955,0.00117493,0.775673,-0.0138762
3680,	0.778768,-0.00304207,0.783774,0.00500606
3690,	0.779767,-0.00197523,0.695965,-0.0838026
3700,	0.77784,0.000130564,0.868155,0.0903149
3710,	0.783336,0.00178621,0.730738,-0.0525978
3720,	0.787575,-0.00070255,0.730203,-0.057372
3730,	0.778781,0.00187334,0.675069,-0.103712
3740,	0.777327,-0.00017403,0.811979,0.0346524
3750,	0.780542,0.00108724,0.737326,-0.0432162
3760,	0.777922,0.000251546,0.721919,-0.0560028
3770,	0.783736,0.00143461,0.765972,-0.0177638
3780,	0.777666,0.00192003,0.982266,0.2046
3790,	0.781364,-0.00437857,0.846138,0.0647744
3800,	0.773316,0.000973642,0.746737,-0.0265796
3810,	0.779437,-0.00565411,0.745792,-0.033645
3820,	0.779043,0.00186435,0.839181,0.0601384
3830,	0.779508,0.000619767,0.747152,-0.0323558
3840,	0.77583,-0.000465453,0.84213,0.0663002
3850,	0.773595,0.000159047,0.87594,0.102345
3860,	0.775485,-0.00157679,0.813717,0.0382321
3870,	0.780314,-3.8429e-05,0.749252,-0.0310618
3880,	0.77983,1.78848e-05,0.664038,-0.115792
3890,	0.779147,0.000875965,0.781085,0.00193837
3900,	0.77821,-0.00250202,0.69552,-0.0826891
3910,	0.777882,0.00289365,0.70034,-0.0775419
3920,	0.777283,0.00211281,0.699606,-0.0776763
3930,	0.781516,-0.0035348,0.769769,-0.0117464
3940,	0.772387,0.000998429,0.790222,0.0178348
3950,	0.784078,0.000544859,0.75454,-0.0295383
3960,	0.782448,-0.00183899,0.722263,-0.0601855
3970,	0.776167,-0.000661237,0.839998,0.0638303
3980,	0.779676,-0.00110614,0.741178,-0.0384972
3990,	0.775134,-0.00290251,0.832777,0.0576427
4000,	0.778743,8.66631e-05,0.640588,-0.138155
4010,	0.776561,0.000465349,0.789776,0.0132149
4020,	
4030,	
4040,	
4050,	
4060,	
4070,	
4080,	
