MDTU ,delta_S
222,0.7166
223,-0.6856
224,1.735
225,1.201
226,0.4826
227,0.3636
228,-0.7943
229,-1.327
230,-0.3016
231,-0.08437
232,0.5062
233,0.5452
234,-0.5949
235,0.9977
236,0.3959
237,1.382
238,0.8334
239,-1.629
240,0.7253
241,-0.03176
242,0.466
243,-0.477
244,-0.1857
245,0.5692
246,-0.6993
247,0.1212
248,0.5547
249,0.5348
250,-0.4606
251,0.2861
252,-0.07721
253,-0.09474
254,0.1821
255,-0.5972
256,0.05628
257,-0.4978
258,1.286
259,0.353
260,1.131
261,1.012
262,0.739
263,0.3666
264,0.7316
265,-1.395
266,1.878
267,-0.322
268,-0.3934
269,0.04416
270,0.2139
271,0.3678
272,1.346
273,0.6743
274,0.07657
275,-0.2158
276,0.1615
277,0.3105
278,-0.1586
279,0.8089
280,-0.05051
281,-0.5613
282,-0.2165
283,0.636
284,2.236
285,-0.9083
286,0.085
287,2.205
288,-0.8986
289,1.661
290,1.31
291,0.528
292,-1.165
293,-0.6925
294,0.8939
295,0.6051
296,-0.1567
297,0.5831
298,-1.199
299,0.501
300,-0.01865
301,0.3935
302,-0.1997
303,-0.6846
304,0.2053
305,1.834
306,0.1059
307,0.8211
308,-0.2049
309,-0.0647
310,1.305
311,0.04332
312,-0.1245
313,-0.6201
314,0.5386
315,-0.4094
316,1.135
317,0.927
318,0.5041
319,-0.004714
320,-0.916
321,0.7883
322,-0.1744
323,0.9682
324,-0.3662
325,-0.3756
326,1.036
327,0.4682
328,0.8241
329,0.8727
330,0.7019
331,-0.02721
332,-0.2901
333,-0.3191
334,-0.03351
335,0.6485
336,0.7083
337,-0.0827
338,0.8302
339,0.4003
340,0.4875
341,0.9561
342,1.313
343,-0.5222
344,-0.05215
345,0.9947
346,-0.6897
347,0.3223
348,-0.00702
349,-0.3869
350,1.061
351,0.5176
352,0.6223
353,-0.6754
354,1.161
355,1.192
356,0.5342
357,-0.3397
358,-0.1482
359,0.1374
360,-0.06582
361,0.8532
362,0.222
363,0.6351
364,0.943
365,0.3361
366,1.484
367,0.3153
368,1.195
369,-0.6618
370,0.01336
371,0.1835
372,0.004316
373,-0.05456
374,-0.286
375,0.8378
376,1.622
377,-0.2417
378,-0.552
379,-0.1513
380,0.5398
381,2.188
382,-0.3268
383,0.6141
384,0.4994
385,-0.4735
386,0.1815
387,0.2628
388,0.1649
389,-0.5207
390,0.3158
391,-0.3037
392,-0.2385
393,1.174
394,-0.4448
395,1.042
396,-0.9415
397,-1.426
398,1.7
399,1.456
400,1.211
401,0.4028
402,0.1124
403,0.2811
404,1.42
405,-0.8347
406,-0.09434
407,1.785
408,-0.5315
409,0.8507
410,-0.4748
411,-1.834
412,1.856
413,-0.0159
414,1.247
415,1.122
416,1.656
417,-0.1301
418,0.2451
419,1.146
420,-0.3043
421,-0.6112
422,-1.02
423,-0.8374
424,0.6511
425,0.9104
426,0.9214
427,0.2731
428,-0.5341
429,1.096
430,0.3745
431,-0.4577
432,1.827
433,0.1185
434,1.003
435,1.398
436,-1.131
437,1.031
438,-0.2759
439,0.1319
440,0.6267
441,1.232
442,1.169
443,-0.04262
444,-0.5511
445,0.7047
446,0.7364
447,-0.9962
448,-0.0536
449,0.01406
450,0.0191
451,0.3188
452,0.4822
453,0.3625
454,-0.2402
455,0.5032
456,0.8782
457,-0.2431
458,-0.5393
459,0.5734
460,0.4365
461,-0.5463
462,-0.1782
463,0.2071
464,1.473
465,0.01602
466,0.2447
467,0.8067
468,-0.267
469,0.409
470,-0.2353
471,0.8094
472,-0.4093
473,0.3632
474,-1.65
475,-0.21
476,0.2043
477,0.2082
478,0.3066
479,-0.1183
480,0.4468
481,0.3124
482,0.3422
483,0.3978
484,-0.2823
485,0.2532
486,0.4435
487,1.583
488,0.6241
489,-0.3988
490,-0.6594
491,-0.305
492,0.3554
493,0.04154
494,0.7436
495,0.5545
496,-0.0477
497,-0.8302
498,-0.4602
499,1.407
500,0.6258
501,0.2715
502,0.3676
503,-0.1524
504,0.8969
505,-0.3113
506,0.4158
507,1.367
508,0.1773
509,-0.1201
510,-0.3764
511,0.1057
512,-0.3722
513,-0.8827
514,-0.4835
515,0.6217
516,0.7903
517,0.8658
518,1.279
519,0.3878
520,0.8966
521,-0.2782
522,0.3758
523,0.6304
524,0.5313
525,-0.2558
526,0.4363
527,0.5062
528,0.8097
529,0.9386
530,0.8437
531,-0.3312
532,0.2055
533,-0.274
534,0.7823
535,0.8484
536,0.5075
537,0.1708
538,0.3546
539,0.3243
540,0.3778
541,1.886
542,-0.3403
543,-0.5825
544,0.3172
545,0.3748
546,1.51
547,-0.5121
548,0.1651
549,0.0505
550,1.124
551,1.145
552,0.08254
553,-0.96
554,2.091
555,-0.6208
556,0.7906
557,0.5239
558,-0.02478
559,-0.8497
560,-0.1106
561,0.3249
562,0.5162
563,-0.5616
564,0.1372
565,-0.8492
566,-0.03784
567,-0.5605
568,1.13
569,0.2145
570,0.4715
571,0.1417
572,0.6382
573,0.4911
574,-0.04957
575,-1.172
576,0.7227
577,0.5999
578,-0.2262
579,-0.4896
580,0.5117
581,-0.4917
582,0.07324
583,0.3179
584,2.169
585,-0.2876
586,-0.4026
587,-0.2345
588,0.7345
589,-1.066
590,-0.1697
591,0.9768
592,-0.129
593,-0.4564
594,0.09462
595,0.2568
596,1.227
597,0.06382
598,0.8182
599,-2.077
600,1.172
601,0.1422
602,0.3836
603,-0.7868
604,0.1381
605,-0.5181
606,-0.06566
607,-0.8195
608,-0.3162
609,-0.1755
610,0.08961
611,1.113
612,0.06818
613,-0.2929
614,0.1478
615,0.02456
616,0.8305
617,0.375
618,0.7675
619,0.986
620,0.145
621,-0.09018
622,0.3925
623,0.4253
624,0.8285
625,0.1555
626,1.374
627,0.7022
628,-0.8797
629,1.148
630,0.7583
631,0.04048
632,-0.2091
633,0.5185
634,-0.2731
635,-0.9671
636,0.97
637,-1.396
638,0.4588
639,1.718
640,-0.2804
641,0.9785
642,0.7635
643,-0.6335
644,-0.02444
645,-0.1273
646,0.365
647,0.1005
648,-0.6507
649,1.118
650,0.8798
651,1.774
652,1.048
653,0.9416
654,-0.4375
655,0.7099
656,1.679
657,0.015
658,1.976
659,-1.553
660,0.282
661,-0.3379
662,-0.705
663,0.5536
664,0.6786
665,0.3775
666,0.3324
667,-0.1687
668,0.3947
669,0.2799
670,0.8093
671,0.06721
672,-0.2237
673,1.732
674,-0.7027
675,-1.714
676,1.561
677,-0.6978
678,-0.4149
679,0.2155
680,-0.7329
681,0.05194
682,-1.14
683,-0.5391
684,0.6821
685,-0.305
686,-0.1428
687,-0.4639
688,-0.05638
689,-1.035
690,-0.102
691,0.4745
692,0.3778
693,0.07852
694,0.3931
695,-0.5544
696,0.03092
697,-0.3469
698,0.4966
699,1.25
700,0.1059
701,0.7252
702,1.46
703,1.056
704,-0.2255
705,0.8681
706,-0.4733
707,-1.009
708,0.1171
709,0.5916
710,-0.3989
711,1.279
712,0.1512
713,0.358
714,1.209
715,-0.07679
716,0.6998
717,0.4895
718,0.623
719,-0.3709
720,-0.3164
721,-0.3305
722,0.2319
723,0.7279
724,0.2375
725,-1.22
726,-0.2828
727,0.8395
728,0.496
729,0.8764
730,-0.9307
731,-0.1747
732,1.358
733,0.7646
734,0.4005
735,0.1223
736,1.552
737,-0.06034
738,0.5293
739,-0.9925
740,0.6917
741,1.009
742,-0.05997
743,0.8355
744,-0.1753
745,-0.161
746,0.01867
747,0.7562
748,0.5729
749,0.8946
750,0.09778
751,1.408
752,0.5199
753,1.191
754,0.2918
755,0.5026
756,-0.8904
757,1.569
758,-0.7521
759,0.3413
760,-0.08671
761,0.1585
762,-1.131
763,1.488
764,0.508
765,0.07688
766,0.00263
767,0.8916
768,0.1509
769,0.05553
770,0.6671
771,0.435
772,0.03259
773,-0.6619
774,-0.4313
775,0.611
776,1.428
777,1.636
778,0.6235
779,-0.3871
780,1.318
781,0.5893
782,-0.9443
783,-1.355
784,-0.5383
785,1.217
786,1.048
787,0.3996
788,0.2728
789,0.3434
790,0.8515
791,-0.1874
792,0.7542
793,0.9781
794,1.267
795,1.533
796,-0.109
797,-0.442
798,-0.672
799,1.051
800,0.6746
801,0.6487
802,-0.5357
803,-0.841
804,0.4022
805,0.5156
806,0.4397
807,-0.4473
808,0.8842
809,0.4277
810,0.4914
811,0.3721
812,0.09132
813,1.063
814,0.4801
815,0.2115
816,1.445
817,-0.5981
818,-1.041
819,1.315
820,0.3246
821,0.2675
822,0.3705
823,0.05326
824,1.301
825,0.2197
826,-0.1908
827,-1.056
828,0.4175
829,0.898
830,-1.175
831,1.417
832,0.5423
833,-0.2881
834,0.5575
835,1.95
836,0.5757
837,0.9697
838,1.325
839,0.3063
840,0.2906
841,-1.601
842,-0.06663
843,1.413
844,0.5359
845,-0.6958
846,0.2372
847,0.4233
848,0.4471
849,1.254
850,0.3528
851,1.357
852,0.5909
853,0.3731
854,-0.2837
855,0.5284
856,1.873
857,0.2531
858,0.6564
859,-0.6378
860,0.1443
861,0.257
862,0.01597
863,-0.6921
864,0.3048
865,0.4464
866,0.4489
867,1.083
868,2.188
869,-0.007769
870,-0.9249
871,0.6769
872,1.584
873,-0.8491
874,0.7405
875,-1.809
876,-1.255
877,0.1982
878,0.9419
879,0.03977
880,-0.6362
881,1.336
882,0.9504
883,0.0635
884,1.094
885,-0.2054
886,0.5126
887,-0.5208
888,0.715
889,-0.1387
890,0.07368
891,-0.3414
892,0.5979
893,-0.2853
894,-0.6363
895,1.08
896,0.6584
897,0.1816
898,-0.2267
899,-0.7643
900,-0.3877
901,0.08514
902,-0.8688
903,0.3778
904,0.3895
905,2.043
906,0.4077
907,1.341
908,-0.8993
909,-0.3365
910,-0.1215
911,0.2862
912,0.7419
913,-1.052
914,-0.415
915,-1.176
916,0.8761
917,0.9858
918,0.608
919,0.8365
920,-0.1245
921,-0.07264
922,-1.282
923,1.021
924,1.032
925,0.4447
926,0.626
927,0.1718
928,-0.1964
929,-0.4946
930,1.223
931,0.5548
932,-0.5842
933,0.1713
934,0.8173
935,-0.4117
936,-0.01835
937,-0.3159
938,0.04534
939,-1.463
940,0.1894
941,-0.5351
942,0.9476
943,0.5552
944,0.6305
945,0.02808
946,0.3581
947,0.2267
948,1.343
949,-0.03091
950,0.1925
951,0.642
952,-0.663
953,-1.031
954,1.397
955,1.366
956,1.201
957,0.2923
958,0.2647
959,-0.06708
960,-1.098
961,-0.1305
962,-0.4563
963,0.5501
964,1.003
965,-0.01661
966,0.4832
967,-1.327
968,0.3755
969,-0.3268
970,-0.9521
971,-0.9618
972,0.8065
973,-0.6612
974,-0.67
975,-1.338
976,2.198
977,-0.8847
978,0.6033
979,1.443
980,-0.03858
981,0.7722
982,0.8695
983,0.5739
984,-0.03608
985,0.1989
986,-0.7099
987,-0.5291
988,0.9028
989,0.8933
990,1.107
991,0.03011
992,0.472
993,0.1226
994,1.844
995,0.9544
996,0.1162
997,-0.6251
998,0.321
999,-0.00577
1000,-0.1234
1001,-0.5615
1002,1.38
1003,0.5213
1004,0.2766
1005,2
1006,1.493
1007,0.5334
1008,-0.6532
1009,0.3132
1010,1.101
1011,0.9371
1012,-0.7672
1013,-0.03202
1014,-0.1781
1015,1.083
1016,1.737
1017,0.39
1018,1.48
1019,-0.2405
1020,-0.6635
1021,0.2385
1022,-0.3523
1023,1.959
1024,-0.2206
1025,-0.5372
1026,0.2635
1027,0.6473
1028,1.207
1029,0.3477
1030,-1.006
1031,-0.09864
1032,-0.4626
1033,-0.2836
1034,0.006798
1035,-0.4789
1036,-0.7887
1037,-0.9349
1038,-0.8902
1039,-0.5955
1040,0.5126
1041,-0.8269
1042,2.288
1043,-0.1982
1044,1.591
1045,1.281
1046,0.4651
1047,-0.0127
1048,1.263
1049,1.02
1050,-0.3971
1051,1.049
1052,0.7261
1053,-0.2326
1054,0.1208
1055,0.4648
1056,0.9997
1057,-0.5743
1058,0.6405
1059,-0.1761
1060,1.169
1061,1.03
1062,1.576
1063,1.718
1064,-0.02562
1065,0.2587
1066,1.122
1067,0.9246
1068,0.9802
1069,0.4079
1070,-0.3976
1071,0.2698
1072,0.05985
1073,0.7333
1074,0.6621
1075,-0.9583
1076,-0.8543
1077,0.0701
1078,-0.2838
1079,-0.03552
1080,-0.3382
1081,0.06907
1082,2.387
1083,0.4453
1084,0.3783
1085,0.884
1086,-0.3031
1087,-1.211
1088,1.789
1089,-0.1236
1090,0.6071
1091,0.2634
1092,1.012
1093,0.5352
1094,0.847
1095,-0.3356
1096,0.365
1097,-0.4246
1098,0.5584
1099,2.27
1100,-0.1874
1101,0.02921
1102,-0.04325
1103,-0.1862
1104,-0.502
1105,0.4029
1106,-0.08834
1107,1.35
1108,0.02606
1109,0.9969
1110,1.007
1111,0.01193
1112,0.6647
1113,1.362
1114,0.4853
1115,0.1039
1116,-0.249
1117,0.9998
1118,0.5293
1119,-1.123
1120,0.248
1121,-0.3139
1122,0.4414
1123,0.6294
1124,0.3855
1125,1.164
1126,1.424
1127,0.02584
1128,-0.307
1129,-0.676
1130,0.1608
1131,0.1003
1132,0.5565
1133,1.599
1134,1.836
1135,-0.2204
1136,-0.001286
1137,1.002
1138,-0.1422
1139,0.8282
1140,1.017
1141,-0.8892
1142,0.04217
1143,-0.7922
1144,-0.02262
1145,-0.0621
1146,0.808
1147,1.399
1148,-0.03686
1149,0.1806
1150,0.2356
1151,0.01785
1152,-0.5142
1153,0.6297
1154,1.343
1155,0.08262
1156,0.8469
1157,-0.8869
1158,-0.6505
1159,-0.6128
1160,-0.2597
1161,-0.2785
1162,0.2465
1163,0.834
1164,0.6166
1165,0.212
1166,0.2945
1167,0.7869
1168,-0.81
1169,1.024
1170,0.01298
1171,1.156
1172,0.983
1173,-0.1469
1174,0.8615
1175,0.9948
1176,-0.1171
1177,-0.5366
1178,-0.4524
1179,0.3181
1180,-0.9897
1181,-0.1976
1182,0.8714
1183,-0.3592
1184,0.1801
1185,0.7557
1186,0.7041
1187,0.5158
1188,0.1967
1189,-0.6166
1190,-0.3012
1191,0.2834
1192,-0.05481
1193,1.901
1194,0.506
1195,-0.1336
1196,1.671
1197,0.7077
1198,-0.1153
1199,0.775
1200,0.9245
1201,-0.5913
1202,-0.5062
1203,0.007013
1204,0.9866
1205,0.8312
1206,0.08061
1207,-0.02151
1208,-0.4836
1209,0.6231
1210,0.4355
1211,1.111
1212,0.6919
1213,-0.1715
1214,-0.3774
1215,0.3139
1216,1.03
1217,-0.386
1218,0.6945
1219,0.4452
1220,-0.8555
1221,1.16
1222,1.324
1223,0.4632
1224,0.4373
1225,-0.3807
1226,-0.2975
1227,-0.709
1228,0.4159
1229,-0.06676
1230,-0.5562
1231,0.5982
1232,0.893
1233,1.103
1234,-1.399
1235,-0.03741
1236,1.883
1237,-0.02543
1238,0.5486
1239,0.4786
1240,1.543
1241,1.273
1242,0.6189
1243,1.207
1244,0.1285
1245,0.04183
1246,-0.5113
1247,0.3621
1248,1.47
1249,-0.9612
1250,-1.483
1251,0.563
1252,-0.8523
1253,-1.833
1254,0.5448
1255,-0.1254
1256,-1.554
1257,2.307
1258,0.9796
1259,-0.2775
1260,0.04586
1261,-0.3697
1262,-0.6443
1263,0.5606
1264,1.159
1265,-0.06064
1266,0.7425
1267,1.283
1268,0.8675
1269,-0.9175
1270,0.3711
1271,0.4146
1272,-0.1265
1273,-0.4655
1274,-0.2857
1275,-0.6812
1276,0.1093
1277,0.2125
1278,-0.7256
1279,0.2808
1280,-0.08321
1281,0.4218
1282,-0.8425
1283,0.5655
1284,-0.4221
1285,0.01648
1286,0.5352
1287,-0.05466
1288,1.301
1289,0.8256
1290,-0.1606
1291,-0.7479
1292,-0.4528
1293,0.5279
1294,0.2946
1295,-0.3394
1296,0.9181
1297,-0.05465
1298,-0.5017
1299,0.2862
1300,-0.7099
1301,-0.01721
1302,-0.221
1303,0.3851
1304,0.7193
1305,-0.5903
1306,-0.1862
1307,-0.122
1308,0.3488
1309,0.6648
1310,0.6238
1311,1.417
1312,0.4937
1313,0.3299
1314,1.183
1315,1.316
1316,0.2567
1317,0.8624
1318,0.4793
1319,-0.5627
1320,0.3966
1321,0.1652
1322,1.31
1323,-0.5589
1324,0.4471
1325,-0.3018
1326,0.1237
1327,0.8861
1328,-0.04829
1329,-0.1233
1330,0.4728
1331,-0.7016
1332,1.116
1333,-1.56
1334,-0.4723
1335,-0.1274
1336,-0.3626
1337,0.1885
1338,-1.408
1339,0.05677
1340,-0.2061
1341,-0.9943
1342,1.658
1343,0.2032
1344,-0.271
1345,0.07046
1346,-0.09428
1347,0.01327
1348,0.4131
1349,0.4644
1350,1.082
1351,0.7081
1352,0.09854
1353,0.4738
1354,-0.4953
1355,0.005306
1356,0.8866
1357,0.6974
1358,-0.1992
1359,-0.4225
1360,1.635
1361,0.09992
1362,0.9215
1363,0.361
1364,0.7584
1365,0.7724
1366,1.088
1367,0.5006
1368,-0.6171
1369,-0.1029
1370,1.321
1371,0.5638
1372,0.468
1373,1.014
1374,0.461
1375,-0.1725
1376,-0.2379
1377,0.5603
1378,0.7342
1379,-0.6101
1380,0.8495
1381,-0.3773
1382,0.429
1383,0.3972
1384,-0.01998
1385,0.446
1386,-0.03312
1387,1.385
1388,0.4248
1389,-1.555
1390,0.6954
1391,0.5157
1392,0.8928
1393,0.7739
1394,-0.1834
1395,1.033
1396,0.1112
1397,0.5127
1398,-0.4259
1399,0.2124
1400,0.2612
1401,0.1169
1402,-0.06807
1403,0.1354
1404,1.832
1405,0.1748
1406,0.7772
1407,-0.7311
1408,0.2331
1409,1.598
1410,-0.2456
1411,0.3858
1412,0.8026
1413,0.04298
1414,0.912
1415,-0.1757
1416,-0.184
1417,1.523
1418,1.441
1419,-0.3221
1420,0.3216
1421,0.6097
1422,0.7511
1423,-0.5827
1424,0.2054
1425,0.2297
1426,0.6764
1427,0.1535
1428,0.4013
1429,0.1977
1430,-0.1544
1431,-0.6849
1432,0.3612
1433,-0.12
1434,-0.2016
1435,1.253
1436,0.8892
1437,1.035
1438,0.9959
1439,0.7921
1440,0.4317
1441,-0.1424
1442,0.121
1443,0.1179
1444,1.568
1445,-0.3914
1446,0.6716
1447,0.726
1448,-0.6775
1449,-0.5315
1450,-0.3245
1451,0.7319
1452,0.6739
1453,0.7797
1454,0.7238
1455,-0.1192
1456,0.5716
1457,0.004548
1458,1.766
1459,0.1771
1460,-0.5382
1461,0.7061
1462,-0.1995
1463,0.2401
1464,1.1
1465,0.2316
1466,0.6155
1467,-0.7424
1468,0.4409
1469,-0.7755
1470,-0.3084
1471,-0.7382
1472,1.029
1473,-0.4321
1474,1.125
1475,-0.5369
1476,0.3395
1477,-0.8405
1478,-1.764
1479,-0.6411
1480,0.9255
1481,-0.04127
1482,0.1185
1483,-0.1682
1484,-0.4146
1485,-0.1876
1486,0.6338
1487,-0.5867
1488,-1.076
1489,-0.1564
1490,0.03493
1491,-0.5674
1492,1.007
1493,0.1159
1494,0.1765
1495,0.7845
1496,0.7815
1497,-0.2999
1498,0.1835
1499,0.4267
1500,1.306
1501,-0.4473
1502,0.4427
1503,0.6228
1504,0.1624
1505,-0.04876
1506,0.721
1507,1.971
1508,-0.1865
1509,1.065
1510,-1.05
1511,0.9621
1512,0.8029
1513,1.246
1514,-0.4123
1515,-0.4426
1516,1.087
1517,0.6826
1518,2.258
1519,-0.1461
1520,-0.2163
1521,0.3244
1522,1.605
1523,-1.028
1524,-0.8087
1525,1.154
1526,-0.1916
1527,0.8754
1528,0.01284
1529,0.61
1530,0.5329
1531,-0.03055
1532,-0.1247
1533,0.02685
1534,0.6406
1535,0.5613
1536,-0.2733
1537,-0.9635
1538,0.108
1539,0.5154
1540,1.39
1541,0.604
1542,0.2307
1543,0.7307
1544,-1.075
1545,0.5921
1546,-0.837
1547,-0.8329
1548,0.5743
1549,-0.06428
1550,0.745
1551,-0.9056
1552,-0.01879
1553,0.5306
1554,-0.3396
1555,0.449
1556,0.7955
1557,-0.02133
1558,-0.08134
1559,-0.5124
1560,-0.3023
1561,0.2481
1562,0.8637
1563,-0.4469
1564,1.669
1565,-0.1196
1566,-0.6628
1567,0.9733
1568,-0.3336
1569,0.05784
1570,0.2855
1571,0.171
1572,0.4461
1573,-1.235
1574,0.5052
1575,0.6382
1576,0.08364
1577,-0.4027
1578,-0.7032
1579,0.1707
1580,0.1276
1581,0.6276
1582,0.9268
1583,0.2606
1584,0.2582
1585,1.064
1586,0.2379
1587,-0.5633
1588,0.5934
1589,-0.5062
1590,1.021
1591,0.5973
1592,-0.508
1593,-0.2888
1594,-1.199
1595,0.4788
1596,0.2728
1597,-0.2292
1598,-0.13
1599,0.6377
1600,0.4526
1601,-0.02477
1602,-0.6134
1603,-0.1962
1604,0.3428
1605,0.6876
1606,-0.4136
1607,0.6805
1608,-0.5452
1609,0.8338
1610,0.891
1611,-0.07483
1612,0.425
1613,0.9174
1614,-0.2452
1615,0.1017
1616,-0.01192
1617,0.3034
1618,-0.1971
1619,0.06855
1620,1.647
1621,-0.07191
1622,0.5132
1623,0.7144
1624,0.3429
1625,1.492
1626,-0.4963
1627,0.7843
1628,0.9347
1629,-0.2547
1630,-0.4299
1631,0.07747
1632,1.374
1633,1.383
1634,0.03276
1635,1.26
1636,-0.1828
1637,0.35
1638,0.6666
1639,-0.2397
1640,0.5162
1641,0.2429
1642,-0.04369
1643,0.8106
1644,-0.8998
1645,-0.4514
1646,0.4694
1647,0.7634
1648,-0.5823
1649,0.1425
1650,0.4125
1651,0.261
1652,0.1746
1653,-0.08888
1654,-0.05032
1655,-0.2392
1656,-0.6125
1657,-0.7854
1658,1.303
1659,0.5341
1660,1.081
1661,0.03097
1662,-0.2862
1663,-0.8554
1664,-0.6348
1665,-0.8205
1666,1.913
1667,-0.5813
1668,0.7312
1669,0.4635
1670,0.4737
1671,0.3956
1672,1.07
1673,-0.06273
1674,-0.3046
1675,0.2552
1676,0.9045
1677,0.2692
1678,1.286
1679,0.2053
1680,-0.09056
1681,1.239
1682,-0.907
1683,0.39
1684,0.8485
1685,1.04
1686,-1.389
1687,-0.1317
1688,0.1861
1689,-0.1824
1690,-0.7318
1691,-0.5991
1692,2.09
1693,-0.1769
1694,1.633
1695,0.7403
1696,0.357
1697,-0.1382
1698,-0.2372
1699,0.6996
1700,-0.1628
1701,0.5432
1702,1.597
1703,0.3891
1704,-0.3987
1705,1.986
1706,0.02282
1707,-1.305
1708,0.4616
1709,0.2113
1710,-0.6178
1711,0.9283
1712,1.161
1713,0.4636
1714,-0.6438
1715,0.1934
1716,1.144
1717,1.22
1718,0.2284
1719,-0.03894
1720,0.2388
1721,0.2566
1722,0.02287
1723,-0.2333
1724,0.3143
1725,0.1436
1726,-1.723
1727,-0.228
1728,-0.4258
1729,0.1347
1730,0.08832
1731,1.148
1732,-0.3619
1733,-0.5842
1734,0.9802
1735,0.02149
1736,0.4098
1737,0.3174
1738,0.6945
1739,-0.1594
1740,-0.6334
1741,-0.4368
1742,0.2248
1743,-0.5074
1744,-0.5362
1745,0.3231
1746,-0.6012
1747,0.147
1748,-0.2171
1749,-0.1506
1750,0.611
1751,0.7204
1752,2.475
1753,1.628
1754,0.5274
1755,-0.9103
1756,-0.004441
1757,0.3059
1758,-0.1413
1759,0.4404
1760,1.112
1761,0.3755
1762,0.8507
1763,1.046
1764,1.291
1765,0.246
1766,1.043
1767,1.16
1768,-0.2391
1769,0.5219
1770,0.148
1771,-0.258
1772,-0.6085
1773,0.3085
1774,-1.669
1775,0.338
1776,-0.5824
1777,0.5772
1778,0.2137
1779,0.1737
1780,0.1728
1781,-0.3559
1782,-0.1682
1783,-0.2124
1784,-0.1513
1785,-0.1409
1786,1.489
1787,1.538
1788,-0.3347
1789,0.3572
1790,-0.8271
1791,1.495
1792,0.1989
1793,0.6034
1794,1.326
1795,-0.08312
1796,0.7711
1797,0.6858
1798,0.281
1799,-0.1461
1800,-0.1259
1801,-0.6666
1802,0.06999
1803,0.7512
1804,1.715
1805,0.5522
1806,-0.7472
1807,1.013
1808,-0.5496
1809,1.08
1810,-0.9017
1811,1.565
1812,1.663
1813,0.1768
1814,0.2605
1815,1.439
1816,0.9138
1817,1.04
1818,-0.03613
1819,1.491
1820,0.03328
1821,0.6435
1822,0.9445
1823,0.3246
1824,0.5628
1825,1.413
1826,0.638
1827,1.398
1828,0.2038
1829,0.5245
1830,-0.02553
1831,0.1458
1832,-0.06489
1833,0.7798
1834,-0.8109
1835,-0.1963
1836,-0.7018
1837,0.0519
1838,1.229
1839,0.3612
1840,-0.8209
1841,-0.1112
1842,-1.14
1843,0.2802
1844,0.3422
1845,0.7275
1846,0.9667
1847,-0.2847
1848,0.5305
1849,0.6579
1850,0.9567
1851,-0.1223
1852,-0.1162
