t,cost
2980,3.48133
2990,3.39733
3000,3.77333
3010,3.556
3020,3.48133
3030,4.176
3040,4.056
3050,3.42933
3060,3.52267
3070,3.50667
3080,3.73467
3090,3.74
3100,3.72
3110,3.712
3120,3.696
3130,3.27867
3140,3.544
3150,3.73867
3160,3.708
3170,3.928
3180,3.704
3190,3.652
3200,3.47867
3210,3.60267
3220,3.50667
3230,3.296
3240,3.26533
3250,3.15867
3260,3.26133
3270,3.20267
3280,3.104
3290,3.26933
3300,3.372
3310,3.39867
3320,3.27733
3330,3.26933
3340,3.40667
3350,3.448
3360,3.32133
3370,3.43333
3380,3.25733
3390,3.252
3400,3.18667
3410,3.47067
3420,3.436
3430,3.452
3440,3.68267
3450,3.32933
3460,3.38933
3470,3.69067
3480,3.75333
3490,3.34533
3500,3.23067
3510,3.41733
3520,4.30533
3530,3.944
3540,3.808
3550,3.96933
3560,4.78
3570,3.87467
3580,3.87867
3590,3.692
3600,3.59467
3610,3.26267
3620,3.23733
3630,3.17067
3640,3.54133
3650,3.66533
3660,3.39333
3670,3.37467
3680,3.32267
3690,3.93467
3700,3.67467
3710,3.46667
3720,3.66133
3730,3.392
3740,3.456
3750,3.34667
3760,3.65733
3770,3.552
3780,3.29867
3790,3.396
3800,3.68
3810,4.21067
3820,3.60533
3830,3.48533
3840,3.45733
3850,3.45733
3860,3.42267
3870,3.9
3880,3.972
3890,3.46533
3900,3.496
3910,3.66267
3920,3.52
3930,3.42933
3940,3.63333
3950,3.30667
3960,3.15467
3970,3.20667
3980,3.38133
3990,3.364
4000,3.68
4010,3.62933
