MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
2500,	0.765895,0.00195157,0.71247,-0.053425
2510,	0.768503,-0.00119608,0.607279,-0.161224
2520,	0.772961,-0.00303641,0.705786,-0.0671752
2530,	0.764846,-0.000414411,0.735236,-0.0296108
2540,	0.765181,-0.000723293,0.591887,-0.173294
2550,	0.7671,-0.00254612,0.638749,-0.128351
2560,	0.76923,0.000914794,0.647363,-0.121868
2570,	0.768894,-0.00203707,0.671058,-0.0978356
2580,	0.77292,0.00185698,0.657929,-0.114991
2590,	0.771425,0.00174646,0.664129,-0.107296
2600,	0.766068,0.00292927,0.691702,-0.0743657
2610,	0.771117,-0.00139919,0.623266,-0.147851
2620,	0.761178,0.00150127,0.696506,-0.0646716
2630,	0.767845,-0.00211785,0.603776,-0.164069
2640,	0.766892,-0.000949496,0.727197,-0.0396959
2650,	0.766529,-0.00125655,0.592213,-0.174315
2660,	0.773362,0.003696,0.706235,-0.0671271
2670,	0.770657,0.000456359,0.667015,-0.103641
2680,	0.772393,-0.000936891,0.670345,-0.102048
2690,	0.775091,-0.00107169,0.613061,-0.16203
2700,	0.767622,-0.000230135,0.620738,-0.146884
2710,	0.765829,-0.000620272,0.684031,-0.0817981
2720,	0.774,0.0019066,0.655475,-0.118525
2730,	0.772873,-0.00317166,0.68622,-0.0866532
2740,	0.768098,0.000795944,0.671234,-0.096864
2750,	0.763944,0.000672121,0.674027,-0.0899166
2760,	0.766746,-0.000251085,0.691763,-0.0749834
2770,	0.769935,-0.00216153,0.640825,-0.12911
2780,	0.7727,-0.000799883,0.711569,-0.0611305
2790,	0.769676,0.00185385,0.634593,-0.135083
2800,	0.772961,-0.00164296,0.604865,-0.168096
2810,	0.770239,0.00288214,0.618678,-0.151561
2820,	0.768037,0.000453584,0.681111,-0.0869259
2830,	0.769475,-0.00118066,0.686766,-0.0827091
2840,	0.769585,8.37594e-05,0.717211,-0.0523736
2850,	0.767594,0.000732069,0.630033,-0.137561
2860,	0.767533,-0.00149123,0.661959,-0.105574
2870,	0.770229,-0.00167782,0.689003,-0.0812262
2880,	0.770533,0.00166313,0.62299,-0.147543
2890,	0.767774,-0.00178413,0.643782,-0.123992
2900,	0.767215,-0.00104488,0.723599,-0.0436154
2910,	0.772777,-0.00624669,0.660327,-0.11245
2920,	0.765467,0.00156915,0.658383,-0.107084
2930,	0.769849,-0.000688699,0.731664,-0.0381851
2940,	0.76682,-0.00473639,0.568583,-0.198236
2950,	0.769811,-0.00423983,0.633636,-0.136175
2960,	0.766265,0.00170712,0.67571,-0.0905547
2970,	0.76755,0.00154011,0.650189,-0.117361
2980,	0.766312,0.0014025,0.646327,-0.119985
2990,	0.770422,0.000153471,0.670043,-0.100379
3000,	0.770271,0.001638,0.665978,-0.104292
3010,	0.766458,0.00124726,0.690487,-0.0759712
3020,	0.77241,0.000541683,0.61011,-0.1623
3030,	0.765871,0.00114682,0.669242,-0.0966295
3040,	0.774834,-0.00302956,0.676605,-0.0982299
3050,	0.769952,0.000661698,0.73037,-0.0395829
3060,	0.767086,-0.00168761,0.639212,-0.127874
3070,	0.766078,-0.0042504,0.724188,-0.0418892
3080,	0.769472,-0.000605469,0.704009,-0.0654621
3090,	0.767356,0.00155725,0.645959,-0.121398
3100,	0.768741,0.000235014,0.676078,-0.092663
3110,	0.769729,0.00360248,0.636948,-0.132781
3120,	0.770466,-0.00288252,0.664808,-0.105658
3130,	0.766089,-0.00404225,0.673356,-0.092733
3140,	0.769802,-0.00362043,0.729395,-0.0404076
3150,	0.758609,0.000559942,0.700917,-0.0576919
3160,	0.77109,0.00286836,0.726025,-0.045065
3170,	0.768161,0.00485357,0.652332,-0.115829
3180,	0.766183,-0.000993015,0.776251,0.0100678
3190,	0.772568,0.00166798,0.715087,-0.0574811
3200,	0.771791,0.00333403,0.661681,-0.110111
3210,	0.770319,-0.00142066,0.58806,-0.182259
3220,	0.762941,0.00107648,0.769445,0.00650444
3230,	0.767924,-0.000101488,0.65333,-0.114594
3240,	0.767308,0.000819265,0.600344,-0.166963
3250,	0.760124,0.00134971,0.62413,-0.135994
3260,	0.769189,-0.000420887,0.637927,-0.131262
3270,	0.767909,0.00635904,0.65904,-0.108869
3280,	0.768955,0.00188343,0.721327,-0.0476283
3290,	0.767188,-0.00198682,0.620055,-0.147133
3300,	0.770717,0.00053251,0.711899,-0.0588178
3310,	0.767118,-0.00194959,0.671189,-0.0959285
3320,	0.768157,-0.00199675,0.674325,-0.0938322
3330,	0.765266,-0.00228838,0.643255,-0.122011
3340,	0.771754,0.000255202,0.692353,-0.0794017
3350,	0.76977,0.000105822,0.632278,-0.137492
3360,	0.769601,-0.00105159,0.611593,-0.158008
3370,	0.767862,0.00239756,0.627771,-0.140091
3380,	0.773507,0.00119737,0.613214,-0.160294
3390,	0.767318,-0.00138087,0.614645,-0.152674
3400,	0.769266,-0.00240826,0.675846,-0.0934205
3410,	0.766007,-0.00141539,0.690112,-0.075895
3420,	0.767304,-0.00360838,0.698068,-0.0692355
3430,	0.771055,-0.00254647,0.644048,-0.127007
3440,	0.770923,0.000395789,0.736173,-0.0347501
3450,	0.767666,0.00292179,0.694365,-0.0733006
3460,	0.763744,0.00276295,0.681885,-0.0818587
3470,	0.766688,-0.00416173,0.583662,-0.183026
3480,	0.761705,0.00464586,0.619709,-0.141996
3490,	0.768601,-0.000487851,0.633606,-0.134994
3500,	0.76383,0.00265134,0.693453,-0.0703769
3510,	0.769484,0.00562894,0.616113,-0.153371
3520,	0.772463,4.47992e-05,0.633946,-0.138517
3530,	0.770014,-0.00240424,0.716008,-0.0540054
3540,	0.774051,0.00398772,0.68353,-0.0905215
3550,	0.764394,0.00164215,0.612152,-0.152242
3560,	0.769138,3.65065e-05,0.684983,-0.0841546
3570,	0.771353,-0.000482109,0.609272,-0.162082
3580,	0.771079,0.00307947,0.743112,-0.0279668
3590,	0.767958,0.00035317,0.573225,-0.194734
3600,	0.767546,0.00266374,0.639221,-0.128325
3610,	0.761765,0.00453324,0.730652,-0.0311132
3620,	0.76582,-0.000989597,0.69586,-0.0699602
3630,	0.767077,-0.0021373,0.711543,-0.0555339
3640,	0.763184,0.00106872,0.682567,-0.0806172
3650,	0.761635,0.00251615,0.62482,-0.136815
3660,	0.76734,0.000900088,0.674914,-0.092426
3670,	0.77514,0.00196661,0.698395,-0.0767445
3680,	0.767948,-0.000856198,0.707774,-0.0601741
3690,	0.767924,0.00068972,0.620165,-0.147758
3700,	0.765538,1.1778e-05,0.613577,-0.151962
3710,	0.769277,0.00250154,0.69584,-0.0734372
3720,	0.774107,-0.00234897,0.645628,-0.128478
3730,	0.771766,0.00196677,0.619351,-0.152415
3740,	0.76907,5.66576e-05,0.683759,-0.0853114
3750,	0.76689,-0.000381578,0.673347,-0.093543
3760,	0.766442,0.00593177,0.708919,-0.0575233
3770,	0.76837,-0.00159561,0.645963,-0.122407
3780,	0.768801,0.000641532,0.544988,-0.223813
3790,	0.767256,0.000528985,0.678069,-0.0891873
3800,	0.762178,0.0026667,0.710346,-0.0518326
3810,	0.774604,-0.00328695,0.595792,-0.178812
3820,	0.769296,0.00267042,0.648963,-0.120333
3830,	0.768464,-0.000249952,0.650375,-0.118088
3840,	0.764457,8.77253e-05,0.702283,-0.0621733
3850,	0.768883,0.00289277,0.600544,-0.168339
3860,	0.768346,-0.0012819,0.647902,-0.120444
3870,	0.769714,0.00200128,0.648651,-0.121063
3880,	0.765417,0.000915525,0.618867,-0.14655
3890,	0.766226,0.00287086,0.667328,-0.0988978
3900,	0.767419,0.00333448,0.660556,-0.106863
3910,	0.766965,-0.000698605,0.697018,-0.0699471
3920,	0.769252,0.00166485,0.651723,-0.117529
3930,	0.766243,0.000358014,0.648816,-0.117427
3940,	0.765263,-0.00416497,0.684346,-0.0809169
3950,	0.767283,-0.00329151,0.677192,-0.0900905
3960,	0.771691,0.00101159,0.625845,-0.145846
3970,	0.765551,0.00152179,0.726461,-0.0390906
3980,	0.767351,0.00225576,0.645926,-0.121425
3990,	0.763415,0.00225241,0.677098,-0.0863172
4000,	0.76841,-0.000464538,0.651414,-0.116996
4010,	0.767669,-0.00140898,0.584215,-0.183454
4020,	
4030,	
4040,	
4050,	
4060,	
4070,	
4080,	
