MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
800,	0.76627,0.00113038,0.628571,-0.1377
810,	0.763609,0.00210149,0.801119,0.0375096
820,	0.76749,-0.00605879,0.762589,-0.00490094
830,	0.762422,0.00198748,0.710627,-0.0517948
840,	0.768977,0.000896559,0.66537,-0.103607
850,	0.768876,-0.00055784,0.739221,-0.0296547
860,	0.775093,0.000932903,0.726328,-0.0487641
870,	0.768565,-0.000310972,0.785194,0.0166288
880,	0.769319,0.00173061,0.593524,-0.175795
890,	0.76826,0.00209002,0.700006,-0.0682541
900,	0.766194,-0.000547174,0.724403,-0.0417912
910,	0.767458,-0.00403828,0.706135,-0.0613224
920,	0.767245,0.00267002,0.630759,-0.136486
930,	0.770108,0.00164412,0.664383,-0.105725
940,	0.768765,0.00275212,0.724465,-0.0443008
950,	0.767041,0.00416938,0.704354,-0.0626879
960,	0.769774,-0.00157713,0.787184,0.0174101
970,	0.76608,-0.0025272,0.728211,-0.037869
980,	0.768334,-0.00361127,0.740347,-0.0279875
990,	0.767719,-0.000771798,0.717116,-0.0506022
1000,	0.771853,0.00127344,0.753826,-0.0180267
1010,	0.766232,-0.00131674,0.723519,-0.0427133
1020,	0.766383,0.00450612,0.661073,-0.105309
1030,	0.771444,0.00399713,0.759317,-0.012128
1040,	0.764398,-0.00155291,0.704476,-0.0599226
1050,	0.777673,-0.000454826,0.676343,-0.10133
1060,	0.765492,0.00369496,0.738074,-0.0274174
1070,	0.770657,-0.000862372,0.635553,-0.135104
1080,	0.767906,0.0012858,0.682141,-0.0857653
1090,	0.768268,-0.00381975,0.71448,-0.0537883
1100,	0.768424,-0.00196781,0.758704,-0.00972034
1110,	0.764375,0.00225016,0.754611,-0.00976393
1120,	0.770884,-8.98147e-05,0.60954,-0.161344
1130,	0.769948,-7.87739e-05,0.676962,-0.0929863
1140,	0.762385,0.00310001,0.681923,-0.080462
1150,	0.766502,0.00615436,0.717036,-0.0494666
1160,	0.770189,-0.00107892,0.74857,-0.0216186
1170,	0.764384,0.00419171,0.654817,-0.109568
1180,	0.764568,-8.33503e-06,0.785749,0.0211809
1190,	0.765716,-0.00100191,0.683228,-0.0824876
1200,	0.773094,8.28782e-06,0.702628,-0.0704665
1210,	0.771738,-0.00236742,0.698901,-0.0728365
1220,	0.77147,-0.00250419,0.67068,-0.10079
1230,	0.770043,-0.00133708,0.772195,0.0021515
1240,	0.76048,0.00128682,0.769971,0.00949043
1250,	0.767261,0.0067553,0.563957,-0.203304
1260,	0.76637,0.000702131,0.709547,-0.0568223
1270,	0.768323,-0.00290201,0.697031,-0.0712917
1280,	0.771035,0.00415874,0.666935,-0.1041
1290,	0.767902,-0.00414458,0.724029,-0.0438736
1300,	0.766574,0.00172234,0.708329,-0.0582442
1310,	0.768302,0.00313302,0.639558,-0.128743
1320,	0.767346,2.65351e-05,0.736055,-0.0312905
1330,	0.76584,0.0019653,0.758412,-0.00742753
1340,	0.763899,-0.000873128,0.670382,-0.0935164
1350,	0.76845,-0.00590915,0.737468,-0.0309819
1360,	0.768157,-0.000538248,0.756089,-0.0120684
1370,	0.762755,-0.00251957,0.746441,-0.0163138
1380,	0.766144,0.00117552,0.703167,-0.0629765
1390,	0.77095,-0.00102408,0.696386,-0.0745643
1400,	0.771638,-0.00254231,0.712031,-0.0596061
1410,	0.768988,0.000309611,0.712632,-0.0563558
1420,	0.769718,-0.0011781,0.706025,-0.0636928
1430,	0.766932,0.00133099,0.646987,-0.119945
1440,	0.771985,0.00135798,0.645924,-0.126062
1450,	0.770546,-0.000529961,0.711832,-0.058714
1460,	0.765786,0.000510433,0.723647,-0.0421387
1470,	0.770641,-0.00299671,0.743073,-0.0275682
1480,	0.767386,-0.000176177,0.749272,-0.0181132
1490,	0.768835,-0.00410013,0.654873,-0.113962
1500,	0.770349,-0.00145114,0.688583,-0.0817657
1510,	0.772217,-0.00340159,0.724543,-0.0476739
1520,	0.767039,-0.00234175,0.643951,-0.123088
1530,	0.762822,0.000666148,0.71636,-0.0464621
1540,	0.766133,0.00287541,0.598536,-0.167597
1550,	0.767548,0.000603081,0.683933,-0.0836148
1560,	0.772222,-0.00159978,0.69468,-0.0775425
1570,	0.770328,0.00283507,0.655653,-0.114675
1580,	0.768744,-0.00410074,0.724746,-0.0439972
1590,	0.769234,-0.00184758,0.6879,-0.0813342
1600,	0.773952,0.0062725,0.629458,-0.144494
1610,	0.773713,0.00438073,0.690188,-0.0835242
1620,	0.765114,-0.00203385,0.665147,-0.099967
1630,	0.772718,-0.00174516,0.77481,0.00209174
1640,	0.76816,0.00353821,0.747385,-0.0207744
1650,	0.765299,0.00233275,0.678558,-0.0867406
1660,	0.767712,9.39862e-06,0.719726,-0.0479861
1670,	0.768983,-0.000885431,0.659082,-0.109901
1680,	0.765341,-0.00284386,0.683119,-0.0822226
1690,	0.771641,-0.00120688,0.702094,-0.0695474
1700,	0.767951,0.00027166,0.722227,-0.045724
1710,	0.767289,-0.00451437,0.679953,-0.0873367
1720,	0.772441,-0.00204369,0.707399,-0.0650423
1730,	0.768152,-0.00171068,0.70085,-0.067302
1740,	0.764847,0.003449,0.72924,-0.0356071
1750,	0.766669,-0.00517482,0.662953,-0.103716
1760,	0.768323,0.000476043,0.686844,-0.0814793
1770,	0.764721,0.00360368,0.757728,-0.00699318
1780,	0.766054,-0.00228263,0.691201,-0.0748537
1790,	0.764477,-0.000812879,0.776631,0.0121547
1800,	0.767244,0.000531114,0.666701,-0.100543
1810,	0.771015,0.00347,0.703837,-0.0671778
1820,	0.770128,-0.00219466,0.745062,-0.0250664
1830,	0.76794,-0.00151101,0.77672,0.00877997
1840,	0.772379,0.000205684,0.750146,-0.0222328
1850,	0.772224,0.00373754,0.698696,-0.0735276
1860,	0.76569,0.00178491,0.662598,-0.103091
1870,	0.765609,0.00166364,0.779865,0.014256
1880,	0.764613,1.30852e-06,0.721983,-0.0426295
1890,	0.765535,-0.00220995,0.757489,-0.00804631
1900,	0.76439,-9.96856e-05,0.701591,-0.0627989
1910,	0.772654,0.00170051,0.737054,-0.0355997
1920,	0.768487,0.00451138,0.628585,-0.139902
1930,	0.769446,-1.67506e-05,0.659813,-0.109633
1940,	0.769935,-0.000127743,0.771232,0.00129725
1950,	0.764698,0.00250404,0.652234,-0.112464
1960,	0.769133,0.00159105,0.740702,-0.0284308
1970,	0.770321,-0.00177572,0.671476,-0.0988456
1980,	0.760006,0.00238491,0.718969,-0.0410371
1990,	0.768351,0.00181679,0.617082,-0.15127
2000,	0.771611,0.00316144,0.714455,-0.0571564
2010,	0.770311,-0.000572,0.710169,-0.0601418
2020,	0.7737,-0.00314715,0.67078,-0.10292
2030,	0.765194,-0.00155993,0.686548,-0.0786468
2040,	0.768383,-0.00389495,0.716992,-0.0513914
2050,	0.765288,-0.00150404,0.693566,-0.071722
2060,	0.766119,0.00115673,0.756945,-0.00917479
2070,	0.771903,-0.000852068,0.690283,-0.0816207
2080,	0.765767,0.000362439,0.765508,-0.000258511
2090,	0.766086,-0.00203595,0.739884,-0.0262023
2100,	0.76679,-6.94776e-05,0.774243,0.00745327
2110,	0.768114,0.00559999,0.683914,-0.0842005
2120,	0.768281,0.00117296,0.662673,-0.105608
2130,	0.772901,-0.00102526,0.617869,-0.155032
2140,	0.76661,0.00235476,0.610593,-0.156017
2150,	0.765548,0.00106015,0.740769,-0.0247793
2160,	0.767889,-0.00222362,0.686007,-0.0818819
2170,	0.768399,0.00368574,0.679716,-0.0886825
2180,	0.768128,-0.00122397,0.704007,-0.0641217
2190,	0.766213,0.00216433,0.704268,-0.061945
2200,	0.771861,0.0049738,0.699436,-0.0724247
2210,	0.768283,0.000446083,0.722291,-0.045992
2220,	0.764668,-0.00180877,0.707034,-0.057634
2230,	0.765873,0.00229097,0.659553,-0.10632
2240,	0.766306,-0.00074615,0.737417,-0.0288895
2250,	0.774161,-0.00384504,0.667565,-0.106596
2260,	0.767771,0.000216887,0.651846,-0.115925
2270,	0.76636,0.00414466,0.686319,-0.0800408
2280,	0.766784,-0.000730691,0.732286,-0.0344983
2290,	0.767823,-0.00232161,0.754962,-0.0128607
2300,	0.768752,0.000193058,0.718576,-0.0501762
2310,	0.771956,0.00178076,0.661798,-0.110158
2320,	0.76639,0.00105652,0.706731,-0.0596597
2330,	0.768396,-0.000750584,0.687975,-0.0804208
2340,	0.765181,-0.00205206,0.68633,-0.078851
2350,	0.773718,0.00187121,0.679471,-0.0942467
2360,	0.769921,0.000374328,0.746057,-0.0238648
2370,	0.768128,0.000724895,0.708065,-0.0600624
2380,	0.76996,0.00309579,0.650415,-0.119546
2390,	0.769483,0.00661365,0.629889,-0.139595
2400,	0.773678,-0.00195958,0.68494,-0.0887386
2410,	0.767145,-0.00309045,0.75684,-0.0103054
2420,	0.767226,0.000143247,0.702029,-0.0651969
2430,	0.762687,-0.00127568,0.68578,-0.0769075
2440,	0.768962,-0.00354622,0.678794,-0.0901679
2450,	0.767708,0.00133689,0.682742,-0.0849659
2460,	0.767331,-0.000500799,0.633232,-0.134099
2470,	0.761307,4.12941e-05,0.659273,-0.102034
2480,	0.765409,-8.16638e-05,0.68305,-0.0823593
2490,	0.763267,0.000297083,0.706583,-0.0566839
2500,	0.763722,-0.00183172,0.765065,0.00134288
2510,	0.766929,-0.00104845,0.652066,-0.114862
2520,	0.763242,0.00177359,0.691973,-0.0712691
2530,	0.767635,0.000586432,0.790375,0.0227401
2540,	0.765213,0.00159033,0.728848,-0.0363648
2550,	0.770054,-0.00507963,0.686913,-0.0831412
2560,	0.763642,0.000547351,0.656912,-0.10673
2570,	0.764127,0.00237833,0.823194,0.0590676
2580,	0.769527,0.002466,0.708351,-0.0611761
2590,	0.771578,0.000328876,0.736923,-0.0346545
2600,	0.764,-0.00196019,0.724609,-0.0393908
2610,	0.766467,0.000269892,0.735746,-0.030721
2620,	0.764865,-0.00229945,0.719619,-0.0452455
2630,	0.766116,0.00272552,0.684562,-0.0815539
2640,	0.768265,0.000325211,0.768063,-0.000201977
2650,	0.769513,0.00272262,0.691578,-0.0779359
2660,	0.772028,0.00274796,0.713681,-0.0583467
2670,	0.769473,0.00104845,0.714257,-0.0552164
2680,	0.774568,0.00125502,0.724728,-0.0498396
2690,	0.77283,-0.00251623,0.623083,-0.149747
2700,	0.768638,-0.00104274,0.786518,0.0178797
2710,	0.769861,0.00451154,0.71248,-0.0573811
2720,	0.771818,0.000947463,0.712703,-0.0591146
2730,	0.764571,0.00389483,0.804267,0.0396958
2740,	0.766595,0.000558919,0.684308,-0.082287
2750,	0.760799,-0.00132943,0.659612,-0.101187
2760,	0.767402,0.000794116,0.687589,-0.079813
2770,	0.770327,-0.000865706,0.734812,-0.0355145
2780,	0.768713,0.00164532,0.743545,-0.0251677
2790,	0.767513,0.00173573,0.716477,-0.0510359
2800,	0.76999,-0.00176747,0.649064,-0.120926
2810,	0.766299,-0.00267605,0.687019,-0.07928
2820,	0.770408,0.00201936,0.761348,-0.00905941
2830,	0.77526,-0.00119946,0.739476,-0.0357848
2840,	0.765492,-0.0041946,0.675733,-0.0897593
2850,	0.772748,0.00312888,0.683091,-0.0896575
2860,	0.766405,0.00159431,0.720876,-0.0455289
2870,	0.76809,-0.00286457,0.68269,-0.0854002
2880,	0.764464,-0.00254059,0.741242,-0.0232214
2890,	0.763224,-0.000272285,0.765838,0.00261378
2900,	0.769854,-0.00066658,0.73063,-0.0392243
2910,	0.775131,-0.00214293,0.67408,-0.101051
2920,	0.760681,-0.00480266,0.734406,-0.0262753
2930,	0.765551,-0.00285916,0.699718,-0.065833
2940,	0.768045,0.00542515,0.658514,-0.109531
2950,	0.76464,-0.0031935,0.656277,-0.108363
2960,	0.768821,0.000739102,0.797297,0.0284758
2970,	0.771292,0.000658206,0.746101,-0.0251916
2980,	0.768112,-0.00120916,0.728204,-0.039908
2990,	0.767858,-0.00197851,0.685065,-0.0827926
3000,	0.770106,-2.40312e-06,0.741902,-0.0282038
3010,	0.763345,0.00249832,0.660291,-0.103053
3020,	0.772138,0.00254219,0.780222,0.0080848
3030,	0.770022,0.00378438,0.697172,-0.0728504
3040,	0.769464,-0.00102123,0.721583,-0.0478817
3050,	0.768264,-0.000226227,0.732457,-0.0358069
3060,	0.763858,-0.000730823,0.699882,-0.0639764
3070,	0.762626,-0.00126219,0.745538,-0.0170885
3080,	0.767322,0.000144488,0.673365,-0.0939576
3090,	0.764382,0.000723472,0.787513,0.0231316
3100,	0.766155,0.00302526,0.732768,-0.0333873
3110,	0.771365,0.00536061,0.731514,-0.0398513
3120,	0.771171,0.00323219,0.732901,-0.0382696
3130,	0.764136,0.000120714,0.788052,0.0239167
3140,	0.765923,-0.0043164,0.719943,-0.0459801
3150,	0.769091,-0.000949834,0.718712,-0.0503797
3160,	0.766452,0.00117664,0.700229,-0.0662223
3170,	0.764566,0.00224863,0.652439,-0.112127
3180,	0.76751,-9.90112e-05,0.795032,0.0275218
3190,	0.767853,-0.00146992,0.712472,-0.0553807
3200,	0.770552,0.00158135,0.685532,-0.0850194
3210,	0.766975,-0.00397443,0.678484,-0.0884901
3220,	0.767123,0.00090845,0.687278,-0.0798447
3230,	0.768466,-0.00200433,0.709288,-0.0591781
3240,	0.767538,0.00375615,0.702111,-0.0654269
3250,	0.769676,-0.00176093,0.733185,-0.0364901
3260,	0.765609,0.00364945,0.71925,-0.0463592
3270,	0.769243,0.00503916,0.723805,-0.0454387
3280,	0.765914,0.00476505,0.691677,-0.0742376
3290,	0.767829,-0.00368824,0.701957,-0.0658714
3300,	0.772393,-0.00636419,0.667316,-0.105077
3310,	0.765516,-0.00159952,0.641788,-0.123727
3320,	0.763486,-0.00178809,0.706604,-0.0568821
3330,	0.762923,-0.00575862,0.671629,-0.091294
3340,	0.769941,-0.000263052,0.691382,-0.078559
3350,	0.766904,0.00145145,0.682534,-0.0843694
3360,	0.764513,0.00262412,0.686377,-0.0781361
3370,	0.766347,0.00204248,0.694212,-0.072135
3380,	0.768158,0.00157803,0.653887,-0.114271
3390,	0.76614,0.00167578,0.67781,-0.0883302
3400,	0.772346,0.00186821,0.685019,-0.0873278
3410,	0.766021,-0.00482642,0.750819,-0.0152017
3420,	0.769013,0.00201409,0.713331,-0.0556821
3430,	0.767102,-9.33329e-05,0.700515,-0.0665862
3440,	0.76528,0.00138708,0.752667,-0.0126129
3450,	0.763135,0.000880229,0.69387,-0.0692642
3460,	0.767511,-0.00271013,0.648506,-0.119005
3470,	0.764423,-0.00402411,0.736814,-0.0276096
3480,	0.766081,0.00291019,0.724361,-0.0417198
3490,	0.770712,-0.0035453,0.735213,-0.0354987
3500,	0.768192,0.00136509,0.697445,-0.0707466
3510,	0.76782,0.00187136,0.632375,-0.135445
3520,	0.76803,-0.00552439,0.68552,-0.0825092
3530,	0.77322,-0.00288682,0.714038,-0.0591822
3540,	0.765474,0.000847503,0.822064,0.0565905
3550,	0.766848,0.00175883,0.717024,-0.0498241
3560,	0.769952,-0.00123836,0.702378,-0.0675732
3570,	0.769988,0.00664692,0.73708,-0.032908
3580,	0.76541,-0.00361644,0.709699,-0.0557117
3590,	0.763854,-0.0007955,0.693974,-0.0698801
3600,	0.763076,0.00039869,0.75654,-0.00653538
3610,	0.76971,0.00196526,0.695357,-0.0743528
3620,	0.761078,-0.00145057,0.693129,-0.0679499
3630,	0.765883,-0.00134338,0.786586,0.0207033
3640,	0.76388,0.00150461,0.722888,-0.0409925
3650,	0.766642,0.00167229,0.728746,-0.0378968
3660,	0.768129,-0.00232364,0.663072,-0.105057
3670,	0.778179,-0.000466701,0.795714,0.0175348
3680,	0.766108,0.00377273,0.687197,-0.0789113
3690,	0.771079,0.00133079,0.67083,-0.100248
3700,	0.769393,-0.00435776,0.701658,-0.0677355
3710,	0.766072,-0.000329494,0.816086,0.0500135
3720,	0.774336,-0.00148452,0.747477,-0.0268593
3730,	0.764932,-0.00529429,0.635572,-0.12936
3740,	0.767717,-0.000647876,0.746608,-0.0211088
3750,	0.763382,-0.0018789,0.721854,-0.0415282
3760,	0.767143,0.00157338,0.652367,-0.114776
3770,	0.764265,-3.50842e-05,0.662734,-0.10153
3780,	0.765251,-0.00209696,0.614624,-0.150627
3790,	0.768064,-0.00131199,0.636438,-0.131626
3800,	0.768003,0.00118973,0.685645,-0.0823584
3810,	0.770171,0.00024078,0.678454,-0.0917171
3820,	0.767833,0.000314743,0.645404,-0.122429
3830,	0.768825,-0.00040536,0.696267,-0.0725572
3840,	0.76467,-0.000458509,0.66675,-0.0979199
3850,	0.768908,-0.000429773,0.706396,-0.062512
3860,	0.767564,-0.00318805,0.653083,-0.114481
3870,	0.769889,-0.00112438,0.76256,-0.00732887
3880,	0.763159,0.00171046,0.734721,-0.0284375
3890,	0.772566,0.00053926,0.687997,-0.0845694
3900,	0.761258,5.95719e-05,0.721905,-0.0393528
3910,	0.766133,0.000156032,0.734082,-0.0320506
3920,	0.769011,-0.00474743,0.697628,-0.071383
3930,	0.770671,0.000511356,0.78487,0.0141984
3940,	0.764012,0.00484699,0.685144,-0.078868
3950,	0.769713,0.00343532,0.675809,-0.0939039
3960,	0.767321,-0.000977186,0.693611,-0.0737099
3970,	0.766627,0.0034637,0.684833,-0.0817943
3980,	0.767616,0.00114575,0.7544,-0.0132164
3990,	0.766323,-0.00125463,0.625957,-0.140367
4000,	0.769504,0.00256288,0.633726,-0.135778
4010,	0.770547,-0.000110006,0.736486,-0.034061
4020,	0.769642,0.00263227,0.708384,-0.0612582
4030,	0.768729,0.000362448,0.736065,-0.032664
4040,	0.767563,-0.00362926,0.645142,-0.12242
4050,	0.771011,0.00059151,0.696406,-0.0746048
4060,	
4070,	
4080,	
