MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
1880,	0.769786,0.00134942,0.726232,-0.0435547
1890,	0.772156,0.0018522,0.734757,-0.0373991
1900,	0.771291,0.00851669,0.78463,0.0133393
1910,	0.770199,0.00518651,0.726296,-0.0439026
1920,	0.76552,-0.00135598,0.667893,-0.0976267
1930,	0.771773,-0.000905519,0.78284,0.0110662
1940,	0.766797,-0.00266166,0.739074,-0.027723
1950,	0.766861,0.00283453,0.793786,0.0269248
1960,	0.76718,0.00111747,0.811494,0.0443146
1970,	0.768063,0.00318665,0.756432,-0.0116314
1980,	0.767634,0.00117241,0.70553,-0.0621032
1990,	0.766135,0.00112729,0.753655,-0.0124804
2000,	0.763401,0.000841286,0.859742,0.0963409
2010,	0.768794,-0.00350296,0.686199,-0.0825946
2020,	0.769556,0.00169424,0.750519,-0.0190364
2030,	0.765036,-0.0037617,0.734687,-0.0303483
2040,	0.766788,-0.00169295,0.711256,-0.0555326
2050,	0.768368,-0.00195644,0.70843,-0.0599384
2060,	0.767322,-0.00261243,0.733925,-0.0333971
2070,	0.774028,0.00131923,0.709768,-0.0642599
2080,	0.762735,0.00216103,0.718624,-0.0441109
2090,	0.765242,-0.0026112,0.699453,-0.0657893
2100,	0.763199,0.00137237,0.70662,-0.0565788
2110,	0.771197,-0.00220876,0.66289,-0.108307
2120,	0.770158,0.00313611,0.719796,-0.0503622
2130,	0.770943,-0.00079782,0.686253,-0.0846906
2140,	0.763043,0.000302124,0.654394,-0.108649
2150,	0.763982,-0.00259551,0.651204,-0.112779
2160,	0.770869,-0.00142765,0.672039,-0.0988297
2170,	0.760227,0.00305036,0.715128,-0.0450996
2180,	0.764261,5.06661e-05,0.73438,-0.0298812
2190,	0.768325,0.00190814,0.739034,-0.0292917
2200,	0.766544,0.00228441,0.796385,0.0298411
2210,	0.767705,0.000273945,0.757878,-0.00982641
2220,	0.770134,0.000375488,0.763684,-0.00644997
2230,	0.767496,-0.00166419,0.705118,-0.0623778
2240,	0.764835,0.00106996,0.797008,0.0321735
2250,	0.772497,0.000627536,0.792674,0.0201772
2260,	0.771396,0.00128711,0.728744,-0.0426524
2270,	0.767835,0.00272987,0.689875,-0.0779592
2280,	0.769584,0.00258307,0.712576,-0.0570079
2290,	0.768982,-0.00710813,0.719354,-0.0496278
2300,	0.773416,0.00263565,0.660651,-0.112765
2310,	0.76647,0.000210788,0.779258,0.0127879
2320,	0.763631,0.00102555,0.761209,-0.00242172
2330,	0.767933,-0.00202391,0.743833,-0.0240997
2340,	0.762951,0.00148039,0.828313,0.0653618
2350,	0.773251,-0.00415735,0.761658,-0.0115938
2360,	0.771837,-0.000527421,0.714937,-0.0569005
2370,	0.76734,-0.00112978,0.773698,0.00635795
2380,	0.771227,0.00289656,0.818322,0.0470948
2390,	0.769658,-0.00254645,0.751023,-0.0186355
2400,	0.771819,0.00149539,0.741756,-0.0300633
2410,	0.765365,0.00174532,0.809081,0.0437156
2420,	0.76369,0.00183268,0.866361,0.102671
2430,	0.764934,-0.00115956,0.790064,0.0251307
2440,	0.768981,0.00107994,0.732235,-0.0367464
2450,	0.769285,-0.000217798,0.837135,0.0678498
2460,	0.769478,0.00516152,0.714216,-0.0552612
2470,	0.762064,0.00327163,0.834105,0.0720412
2480,	0.767726,-0.00145896,0.73101,-0.0367159
2490,	0.765277,0.00210848,0.776534,0.0112576
2500,	0.763696,0.000608721,0.758748,-0.00494754
2510,	0.759748,-0.0045149,0.733676,-0.0260712
2520,	0.773145,-0.0022769,0.820676,0.0475308
2530,	0.765247,0.00471325,0.686128,-0.0791184
2540,	0.765527,-0.00141068,0.697226,-0.0683003
2550,	0.765167,-2.1364e-05,0.668872,-0.0962944
2560,	0.769588,0.00358932,0.715433,-0.0541556
2570,	0.767269,-0.00265158,0.783619,0.0163503
2580,	0.772016,-0.000604098,0.696296,-0.0757193
2590,	0.768362,-0.00170537,0.797066,0.0287036
2600,	0.766061,6.92184e-05,0.722191,-0.0438695
2610,	0.767298,-0.0024401,0.820717,0.0534182
2620,	0.76633,-0.000530609,0.781186,0.014856
2630,	0.766723,0.00059099,0.731415,-0.0353089
2640,	0.768967,-0.00116531,0.751787,-0.0171804
2650,	0.76645,-0.00434388,0.718789,-0.0476619
2660,	0.774208,-0.001011,0.789697,0.015489
2670,	0.771661,0.00260858,0.745199,-0.0264621
2680,	0.771351,0.00274064,0.733041,-0.0383098
2690,	0.76777,-0.00126306,0.724826,-0.0429444
2700,	0.769388,-0.000305205,0.826665,0.057277
2710,	0.76691,-0.0029633,0.711219,-0.0556914
2720,	0.768386,-0.00158744,0.717655,-0.0507309
2730,	0.771734,0.00286229,0.726203,-0.0455306
2740,	0.770164,-0.00249104,0.705804,-0.06436
2750,	0.759375,0.000558298,0.743498,-0.0158768
2760,	0.769342,0.000696903,0.653251,-0.116091
2770,	0.768613,0.000109967,0.751493,-0.01712
2780,	0.769961,-0.00142736,0.825023,0.055062
2790,	0.766708,-0.00134891,0.771571,0.00486283
2800,	0.771927,0.000453244,0.74862,-0.0233068
2810,	0.770057,0.000906127,0.714678,-0.0553795
2820,	0.772124,0.000572515,0.760612,-0.011512
2830,	0.772395,0.000194083,0.731484,-0.0409118
2840,	0.768886,-0.00313781,0.709726,-0.0591593
2850,	0.7695,-0.00490422,0.706544,-0.0629552
2860,	0.772016,0.000214465,0.753551,-0.0184652
2870,	0.772438,-5.85062e-05,0.779047,0.00660897
2880,	0.767789,0.00138872,0.702062,-0.0657267
2890,	0.764238,0.000170145,0.648716,-0.115522
2900,	0.771267,-0.00022065,0.743562,-0.0277056
2910,	0.771901,0.00289132,0.687066,-0.0848349
2920,	0.768199,0.00253169,0.801297,0.0330982
2930,	0.764022,0.0015304,0.759548,-0.00447396
2940,	0.765799,-0.00361235,0.707697,-0.0581012
2950,	0.760167,-0.000834337,0.754172,-0.00599512
2960,	0.770985,0.00148583,0.717904,-0.0530811
2970,	0.762713,0.00328158,0.7688,0.00608652
2980,	0.763649,-0.00137065,0.845912,0.0822633
2990,	0.770983,0.00129759,0.752575,-0.018408
3000,	0.767133,-0.000688246,0.747539,-0.0195942
3010,	0.768511,0.000784605,0.774327,0.00581595
3020,	0.774664,0.00289628,0.762541,-0.0121228
3030,	0.769227,0.00612342,0.755519,-0.0137078
3040,	0.772403,5.90707e-05,0.819823,0.0474201
3050,	0.774039,0.0035166,0.756577,-0.0174617
3060,	0.772718,0.000906603,0.750432,-0.0222859
3070,	0.768578,0.000698038,0.694672,-0.0739053
3080,	0.768032,-0.00103232,0.736806,-0.0312264
3090,	0.768524,0.00247897,0.72578,-0.0427441
3100,	0.768724,-0.00528227,0.731148,-0.0375756
3110,	0.768114,0.00415747,0.827664,0.0595504
3120,	0.767585,-0.00389233,0.719689,-0.0478951
3130,	0.76687,0.00188163,0.79426,0.02739
3140,	0.765827,0.00115368,0.764039,-0.00178812
3150,	0.763842,0.00230036,0.697482,-0.0663598
3160,	0.770988,5.98056e-05,0.758985,-0.0120028
3170,	0.766244,-0.000251123,0.747281,-0.0189629
3180,	0.764636,0.0030951,0.737379,-0.0272564
3190,	0.766832,0.00160608,0.782944,0.0161122
3200,	0.768879,-0.00113632,0.79027,0.0213906
3210,	0.771128,0.00380173,0.739202,-0.0319266
3220,	0.766861,-0.00216291,0.744393,-0.0224679
3230,	0.768135,0.000804271,0.816475,0.0483393
3240,	0.761324,0.000476375,0.838997,0.0776734
3250,	0.766098,-0.00194304,0.747959,-0.0181384
3260,	0.768643,0.000184839,0.762876,-0.00576646
3270,	0.77135,-0.00116161,0.708346,-0.0630042
3280,	0.768832,0.00354693,0.751111,-0.0177215
3290,	0.766695,-0.00308695,0.830533,0.063838
3300,	0.770909,-0.00380171,0.796368,0.0254597
3310,	0.767575,0.00153662,0.763695,-0.00387969
3320,	0.767323,-0.00149609,0.676456,-0.0908668
3330,	0.766296,-0.00202751,0.720997,-0.0452994
3340,	0.769599,-0.000502346,0.741577,-0.0280217
3350,	0.765012,-0.00074004,0.69283,-0.0721828
3360,	0.767673,0.00026595,0.700112,-0.0675615
3370,	0.76648,-0.00189083,0.839433,0.0729527
3380,	0.766058,-0.00194987,0.687015,-0.0790431
3390,	0.763837,-0.000580616,0.706712,-0.0571251
3400,	0.769617,-0.00178205,0.829996,0.0603784
3410,	0.769813,0.000952257,0.773332,0.00351904
3420,	0.769616,-0.00119356,0.757938,-0.0116774
3430,	0.766432,-0.00460898,0.73657,-0.0298623
3440,	0.767855,-0.00332967,0.838814,0.0709583
3450,	0.764438,-0.00440522,0.815798,0.0513602
3460,	0.769578,0.00396486,0.710169,-0.0594098
3470,	0.765358,0.00337671,0.686103,-0.0792545
3480,	0.765061,0.000197175,0.597963,-0.167098
3490,	0.767785,0.00157344,0.774969,0.00718416
3500,	0.763321,0.00236575,0.784087,0.0207663
3510,	0.767488,-0.000763513,0.79682,0.0293311
3520,	0.772422,-0.00506609,0.660081,-0.112341
3530,	
3540,	
3550,	
3560,	
3570,	
3580,	
3590,	
3600,	
3610,	
3620,	
3630,	
3640,	
3650,	
3660,	
3670,	
3680,	
3690,	
3700,	
3710,	
3720,	
3730,	
3740,	
3750,	
3760,	
3770,	
3780,	
3790,	
3800,	
3810,	
3820,	
3830,	
3840,	
3850,	
3860,	
3870,	
3880,	
3890,	
3900,	
3910,	
3920,	
3930,	
3940,	
3950,	
3960,	
3970,	
3980,	
3990,	
4000,	
4010,	
4020,	
4030,	
4040,	
4050,	
4060,	
4070,	
4080,	
