MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
440,	0.776509,-0.000625618,0.586358,-0.19015
450,	0.766529,0.00148483,0.576918,-0.189611
460,	0.768366,-5.87868e-05,0.610986,-0.15738
470,	0.764973,0.0032376,0.595849,-0.169124
480,	0.765966,8.64405e-05,0.534632,-0.231334
490,	0.774605,-0.000739985,0.61698,-0.157626
500,	0.774097,0.00391207,0.593048,-0.181049
510,	0.76921,0.00311396,0.564084,-0.205126
520,	0.771637,0.00144238,0.549271,-0.222366
530,	0.778592,-0.00378339,0.584361,-0.194231
540,	0.767745,0.00130859,0.504695,-0.26305
550,	0.766523,0.00124293,0.586273,-0.18025
560,	0.765858,-0.00207242,0.520386,-0.245472
570,	0.76636,-0.00210178,0.585063,-0.181297
580,	0.767875,-0.000555046,0.609328,-0.158548
590,	0.767815,0.00192947,0.544797,-0.223018
600,	0.769464,-0.000750136,0.605624,-0.16384
610,	0.767788,0.00050512,0.579681,-0.188106
620,	0.768173,0.000627718,0.543657,-0.224517
630,	0.767233,-0.00309314,0.56149,-0.205743
640,	0.771519,0.00206001,0.56042,-0.211099
650,	0.762826,-0.00293452,0.578539,-0.184287
660,	0.772769,9.52587e-05,0.637798,-0.134971
670,	0.768283,0.00195324,0.561875,-0.206408
680,	0.769157,0.00367445,0.584749,-0.184407
690,	0.765454,-0.00189469,0.493776,-0.271678
700,	0.76816,0.00303947,0.537963,-0.230197
710,	0.770447,-0.00188929,0.496648,-0.273799
720,	0.76894,-0.000694791,0.657048,-0.111892
730,	0.77102,1.567e-05,0.539406,-0.231614
740,	0.766228,-0.00115358,0.605159,-0.161069
750,	0.767532,-0.000219434,0.586746,-0.180786
760,	0.767867,-0.00102737,0.60579,-0.162078
770,	0.768819,-0.00615783,0.474266,-0.294553
780,	0.768683,0.0034319,0.558194,-0.210489
790,	0.766248,-0.00189972,0.553153,-0.213094
800,	0.768295,0.00634288,0.480636,-0.287659
810,	0.766598,-0.00281123,0.590571,-0.176026
820,	0.775054,-0.00199473,0.616123,-0.158932
830,	0.770501,0.00143733,0.604166,-0.166335
840,	0.765855,-0.00246666,0.657535,-0.10832
850,	0.767825,-0.00118528,0.551899,-0.215925
860,	0.776283,0.000841641,0.454602,-0.321682
870,	0.769183,-0.00335455,0.650503,-0.11868
880,	0.768753,0.00264093,0.511371,-0.257382
890,	0.772898,-0.0002472,0.553405,-0.219494
900,	0.774318,-0.00250185,0.568879,-0.205439
910,	0.769867,0.00194966,0.568791,-0.201076
920,	0.761466,6.07346e-05,0.563468,-0.197997
930,	0.772082,0.00110276,0.548245,-0.223837
940,	0.765935,0.00151909,0.60299,-0.162946
950,	0.771586,0.00286174,0.546544,-0.225042
960,	0.771535,-0.00676746,0.591532,-0.180003
970,	0.768216,-0.00245551,0.635099,-0.133117
980,	0.76875,-0.00163512,0.593809,-0.174941
990,	0.76967,0.00263011,0.539928,-0.229741
1000,	0.771287,0.00194957,0.546967,-0.22432
1010,	0.769279,0.00137456,0.51782,-0.251459
1020,	0.768491,-0.00168924,0.616933,-0.151558
1030,	0.769726,-0.00313921,0.520528,-0.249197
1040,	0.768904,0.000883701,0.548391,-0.220513
1050,	0.774354,0.000799226,0.590121,-0.184233
1060,	0.768984,0.00236779,0.600854,-0.168131
1070,	0.768181,0.000429832,0.560146,-0.208035
1080,	0.769825,0.00267659,0.582731,-0.187095
1090,	0.770578,2.40913e-05,0.545485,-0.225093
1100,	0.772199,0.000982231,0.610208,-0.16199
1110,	0.772392,0.00326621,0.584067,-0.188325
1120,	0.771359,0.000928419,0.461398,-0.309961
1130,	0.768038,-0.00292675,0.572887,-0.195151
1140,	0.76535,0.00185928,0.56618,-0.19917
1150,	0.767721,0.00110563,0.511578,-0.256143
1160,	0.774677,-0.00439553,0.53778,-0.236897
1170,	0.765015,0.00122178,0.513287,-0.251727
1180,	0.765635,0.00280489,0.595539,-0.170095
1190,	0.76458,0.00158633,0.559056,-0.205524
1200,	0.770354,0.00321296,0.570527,-0.199827
1210,	0.771256,0.00475648,0.575588,-0.195668
1220,	0.769047,0.00142539,0.640479,-0.128568
1230,	0.774176,0.00464239,0.56643,-0.207745
1240,	0.766385,0.00485277,0.566395,-0.19999
1250,	0.770734,0.000792817,0.485377,-0.285358
1260,	0.767636,0.000255365,0.539775,-0.227861
1270,	0.768487,0.000486539,0.516434,-0.252054
1280,	0.772352,-0.00362986,0.554471,-0.217881
1290,	0.772953,-0.00188741,0.625345,-0.147607
1300,	0.766811,-9.27396e-06,0.616758,-0.150053
1310,	0.771411,-0.000631397,0.493715,-0.277696
1320,	0.768985,0.00160615,0.558713,-0.210271
1330,	0.768889,-0.00235241,0.569879,-0.19901
1340,	0.769179,8.63177e-05,0.475698,-0.293481
1350,	0.767023,-0.00515843,0.588715,-0.178307
1360,	0.771618,0.00316868,0.621391,-0.150227
1370,	0.769715,-0.00228124,0.500429,-0.269286
1380,	0.767341,0.00370899,0.482871,-0.28447
1390,	0.772821,-0.000973019,0.527517,-0.245303
1400,	0.774488,-0.00103416,0.535597,-0.238891
1410,	0.766117,-0.00351177,0.591767,-0.174351
1420,	0.771276,-0.00164156,0.57293,-0.198346
1430,	0.767447,0.00174624,0.56664,-0.200808
1440,	0.775291,-0.00467043,0.423468,-0.351823
1450,	0.770483,-0.00202521,0.616055,-0.154429
1460,	0.76733,-0.00152335,0.574286,-0.193043
1470,	0.771313,-0.000221268,0.523937,-0.247377
1480,	0.76638,0.000190707,0.586199,-0.180181
1490,	0.775277,0.0024713,0.524804,-0.250473
1500,	0.765417,0.00582353,0.553546,-0.211871
1510,	0.772681,0.00120334,0.587127,-0.185553
1520,	0.766687,0.000690796,0.488294,-0.278393
1530,	0.764218,0.00164509,0.627205,-0.137013
1540,	0.765226,-0.000181513,0.503505,-0.261721
1550,	0.767614,0.00236575,0.569043,-0.198571
1560,	0.770738,0.000662901,0.531116,-0.239622
1570,	0.767618,-0.000342007,0.567425,-0.200192
1580,	0.77327,0.00261688,0.57986,-0.19341
1590,	0.763747,0.00163704,0.588806,-0.17494
1600,	0.771892,0.00166922,0.485425,-0.286468
1610,	0.773138,-0.00149403,0.549113,-0.224025
1620,	0.767819,-0.000377975,0.577593,-0.190227
1630,	0.766159,-0.00501891,0.616802,-0.149357
1640,	0.769426,0.00446491,0.562274,-0.207152
1650,	0.764549,-0.00194498,0.526535,-0.238015
1660,	0.770742,0.00112816,0.572131,-0.198611
1670,	0.768204,0.00256759,0.511957,-0.256247
1680,	0.767246,-0.00388283,0.608822,-0.158424
1690,	0.76883,0.000430503,0.545313,-0.223517
1700,	0.77138,-0.00153207,0.502965,-0.268414
1710,	0.775317,-0.00128652,0.519654,-0.255663
1720,	0.770653,-0.0042375,0.497336,-0.273317
1730,	0.769945,0.00341466,0.602509,-0.167435
1740,	0.764479,-0.00126016,0.595199,-0.16928
1750,	0.768733,0.000615668,0.639873,-0.128861
1760,	0.770904,0.00232303,0.558355,-0.212548
1770,	0.768353,0.00451615,0.563975,-0.204377
1780,	0.76871,-0.00237001,0.48924,-0.27947
1790,	0.768116,-0.00325713,0.615323,-0.152794
1800,	0.766873,-0.000470766,0.568358,-0.198514
1810,	0.768845,-0.000922316,0.465717,-0.303127
1820,	0.767845,-0.00247855,0.560467,-0.207378
1830,	0.766415,0.00292952,0.54862,-0.217795
1840,	0.772789,0.00081661,0.548549,-0.22424
1850,	0.769184,-0.00240372,0.536934,-0.23225
1860,	0.765298,-0.00321331,0.573736,-0.191561
1870,	0.765231,0.00261415,0.593662,-0.171569
1880,	0.766644,-0.00255828,0.542434,-0.22421
1890,	0.767076,0.00178269,0.567097,-0.199979
1900,	0.771728,-0.000790869,0.572811,-0.198918
1910,	0.770647,0.000266567,0.592237,-0.178411
1920,	0.767426,-0.0019672,0.51682,-0.250606
1930,	0.770716,0.002922,0.597417,-0.173299
1940,	0.769324,7.36673e-05,0.519825,-0.249499
1950,	0.766922,0.00283359,0.550221,-0.216701
1960,	0.770327,0.00337828,0.578447,-0.191879
1970,	0.772153,-0.000643498,0.516461,-0.255692
1980,	0.764763,0.00304332,0.593764,-0.170999
1990,	0.765646,0.00146026,0.561674,-0.203972
2000,	0.768633,-0.00149223,0.598079,-0.170555
2010,	0.76761,-0.000846131,0.607989,-0.159621
2020,	0.770158,-0.00106405,0.592452,-0.177706
2030,	0.764707,-0.00387309,0.543021,-0.221686
2040,	0.770858,2.26224e-05,0.501095,-0.269763
2050,	0.76963,0.00124582,0.611597,-0.158033
2060,	0.771291,-0.00264298,0.532432,-0.238859
2070,	0.77578,0.00022097,0.482068,-0.293712
2080,	0.76802,4.20904e-06,0.521125,-0.246894
2090,	0.764447,0.000969986,0.551848,-0.212599
2100,	0.769364,-0.00690882,0.572598,-0.196766
2110,	0.773732,-0.00341731,0.582907,-0.190825
2120,	0.770092,-0.00090123,0.557802,-0.21229
2130,	0.770857,-0.00644826,0.505907,-0.264951
2140,	0.767594,-0.000950091,0.500131,-0.267463
2150,	0.765475,0.00113191,0.565068,-0.200407
2160,	0.769222,-0.000253226,0.564646,-0.204576
2170,	0.767445,-0.00128143,0.561154,-0.206292
2180,	0.766842,-0.00139022,0.549818,-0.217025
2190,	0.766468,-0.00229094,0.585265,-0.181203
2200,	0.765671,0.00154999,0.584297,-0.181374
2210,	0.76915,0.00346574,0.600369,-0.168782
2220,	0.767747,0.00128816,0.535586,-0.232161
2230,	0.76536,-0.00115281,0.505361,-0.259999
2240,	0.7703,0.00116252,0.49921,-0.27109
2250,	0.768594,-0.00366233,0.59983,-0.168764
2260,	0.773391,-0.002025,0.567629,-0.205762
2270,	0.769043,0.0016497,0.495205,-0.273838
2280,	0.767377,0.00084014,0.540102,-0.227274
2290,	0.768312,0.00198813,0.588157,-0.180155
2300,	0.765587,0.00218666,0.486293,-0.279294
2310,	0.771341,0.000454618,0.646835,-0.124506
2320,	0.769627,-0.00300824,0.563021,-0.206606
2330,	0.764903,0.00398492,0.542853,-0.22205
2340,	0.768823,0.000380829,0.612607,-0.156216
2350,	0.772393,-9.69697e-07,0.546252,-0.226141
2360,	0.768548,-0.00306446,0.587841,-0.180706
2370,	0.765954,-0.00266908,0.617403,-0.148551
2380,	0.77409,-0.00174882,0.599059,-0.175031
2390,	0.771203,0.00179908,0.564599,-0.206604
2400,	0.77581,0.000264655,0.519161,-0.25665
2410,	0.763385,0.000945925,0.583777,-0.179608
2420,	0.766738,0.000965618,0.557802,-0.208936
2430,	0.765229,0.000272129,0.500102,-0.265127
2440,	0.769761,-0.00029455,0.527965,-0.241796
2450,	0.767063,-0.00231914,0.621463,-0.1456
2460,	0.76641,-0.00147544,0.560786,-0.205624
2470,	0.762042,-0.00068168,0.581654,-0.180389
2480,	0.768619,0.000434346,0.60109,-0.167529
2490,	0.767312,0.00430503,0.564823,-0.202489
2500,	0.765096,-0.000994691,0.53733,-0.227766
2510,	0.769994,-3.70072e-05,0.573527,-0.196467
2520,	0.775653,-0.000409389,0.583238,-0.192415
2530,	0.762841,-0.0027553,0.545447,-0.217394
2540,	0.767165,-0.000540515,0.567816,-0.199349
2550,	0.7662,-0.00422872,0.570368,-0.195832
2560,	0.76977,-0.00219816,0.49793,-0.27184
2570,	0.771947,-0.00621978,0.587614,-0.184333
2580,	0.770149,0.00153579,0.476925,-0.293223
2590,	0.771781,0.0026686,0.596317,-0.175464
2600,	0.766561,-0.00200006,0.546345,-0.220216
2610,	0.771367,0.00149764,0.599379,-0.171989
2620,	0.762596,0.00066924,0.572934,-0.189662
2630,	0.768579,0.00195715,0.600907,-0.167671
2640,	0.76571,-0.000493463,0.570338,-0.195372
2650,	0.771536,-0.00269092,0.5465,-0.225036
2660,	0.77233,0.00574883,0.617637,-0.154693
2670,	0.774712,0.000192371,0.563349,-0.211364
2680,	0.770873,0.00195192,0.535061,-0.235812
2690,	0.768164,0.000522589,0.513052,-0.255112
2700,	0.767768,0.000953943,0.533786,-0.233983
2710,	0.769055,0.00441844,0.622234,-0.146821
2720,	0.774956,0.00179572,0.527077,-0.247879
2730,	0.766712,-0.00495845,0.619405,-0.147307
2740,	0.768023,-0.00117043,0.478197,-0.289826
2750,	0.762775,-0.0040892,0.560686,-0.202089
2760,	0.771124,0.00352722,0.50023,-0.270895
2770,	0.76854,0.000495368,0.507411,-0.261129
2780,	0.768052,-0.00377253,0.520652,-0.2474
2790,	0.768779,0.000503187,0.549321,-0.219458
2800,	0.773304,0.00169003,0.524254,-0.24905
2810,	0.767895,0.00112869,0.530461,-0.237434
2820,	0.771429,-0.00023994,0.615356,-0.156072
2830,	0.768955,0.00200358,0.552886,-0.216068
2840,	0.770374,0.000122772,0.478945,-0.291429
2850,	0.771136,-0.00305126,0.586703,-0.184433
2860,	0.770841,-0.00446805,0.548329,-0.222512
2870,	0.771146,-0.0037244,0.568998,-0.202148
2880,	0.772762,-0.00299032,0.53737,-0.235392
2890,	0.76666,-0.00497794,0.595929,-0.17073
2900,	0.771475,-0.000521353,0.633675,-0.137799
2910,	0.771495,-0.000706061,0.551767,-0.219728
2920,	0.761111,0.000613381,0.551637,-0.209474
2930,	0.765669,0.00178899,0.555145,-0.210524
2940,	0.769327,-0.000311034,0.499004,-0.270323
2950,	0.769489,-0.00306352,0.58045,-0.189039
2960,	0.767133,0.00415072,0.581935,-0.185197
2970,	0.769091,-0.000418882,0.544878,-0.224213
2980,	0.772933,0.00144101,0.57476,-0.198173
2990,	0.771663,0.00333889,0.606655,-0.165008
3000,	0.769952,0.00300391,0.553575,-0.216377
3010,	0.771465,-0.00146027,0.570205,-0.20126
3020,	0.774915,-0.00146878,0.54408,-0.230834
3030,	0.769394,0.000248111,0.636769,-0.132625
3040,	0.770743,0.00202732,0.600722,-0.170021
3050,	0.772638,-0.00117199,0.638238,-0.1344
3060,	0.766552,-0.00154739,0.568035,-0.198518
3070,	0.772075,-0.00339679,0.500743,-0.271332
3080,	0.766937,0.00326741,0.526329,-0.240607
3090,	0.767413,0.000119953,0.512291,-0.255122
3100,	0.770132,0.00413319,0.578341,-0.191791
3110,	0.773495,0.00149081,0.530804,-0.242691
3120,	0.771696,0.00346453,0.590736,-0.18096
3130,	0.764311,0.00286308,0.539656,-0.224655
3140,	0.763651,0.00117918,0.587982,-0.175669
3150,	0.762004,-0.00189143,0.703513,-0.058491
3160,	0.77234,0.000158675,0.535242,-0.237098
3170,	0.769595,0.00583771,0.536978,-0.232616
3180,	0.766313,-3.19649e-05,0.634262,-0.132051
3190,	0.771933,0.000172011,0.571325,-0.200608
3200,	0.767839,-0.000642121,0.576413,-0.191426
3210,	0.76804,-0.00312338,0.652746,-0.115294
3220,	0.77048,0.00171949,0.510353,-0.260127
3230,	0.765865,-3.56132e-05,0.551795,-0.214069
3240,	0.76774,0.00616495,0.587788,-0.179952
3250,	0.765496,-0.00082403,0.62638,-0.139117
3260,	0.770156,-0.00216501,0.590222,-0.179934
3270,	0.772403,-0.00194968,0.541282,-0.231121
3280,	0.768266,0.00379043,0.59711,-0.171156
3290,	0.773525,-0.00046161,0.529273,-0.244252
3300,	0.766959,0.000461379,0.641867,-0.125092
3310,	0.767403,-0.00340408,0.575668,-0.191735
3320,	0.7672,-0.00145992,0.523192,-0.244008
3330,	0.764416,0.00194362,0.527095,-0.237321
3340,	0.771716,0.000290331,0.513752,-0.257964
3350,	0.765573,0.00136657,0.560606,-0.204967
3360,	0.770989,-0.000456654,0.502899,-0.26809
3370,	0.769897,0.000873722,0.572794,-0.197104
3380,	0.772036,0.00167222,0.568962,-0.203074
3390,	0.76675,0.00120618,0.492994,-0.273756
3400,	0.773733,-0.00389922,0.589441,-0.184292
3410,	0.770092,0.000303344,0.614192,-0.155899
3420,	0.773243,-0.0012542,0.499432,-0.27381
3430,	0.774005,0.000871565,0.5907,-0.183305
3440,	0.766554,0.000695712,0.578634,-0.18792
3450,	0.768231,0.00187594,0.610698,-0.157533
3460,	0.768606,1.64612e-05,0.555802,-0.212804
3470,	0.766628,-0.00315751,0.545955,-0.220673
3480,	0.761408,-0.00121529,0.544379,-0.217029
3490,	0.769036,0.000733125,0.499459,-0.269577
3500,	0.763216,0.00615947,0.600838,-0.162378
3510,	0.766485,-0.000506352,0.535325,-0.23116
3520,	0.770529,-0.00170022,0.573166,-0.197363
3530,	0.768957,-0.000880058,0.570136,-0.19882
3540,	0.770326,-0.000337359,0.589689,-0.180637
3550,	0.770876,-6.25219e-06,0.51079,-0.260086
3560,	0.768223,-0.0061369,0.551555,-0.216668
3570,	0.767473,0.00275421,0.515315,-0.252158
3580,	0.769672,-0.000212182,0.504953,-0.264718
3590,	0.76728,0.00402426,0.571353,-0.195927
3600,	0.775702,-0.00123639,0.578683,-0.197019
3610,	0.765239,0.00109418,0.558722,-0.206517
3620,	0.763575,-0.00146429,0.585201,-0.178375
3630,	0.769697,0.000670062,0.608775,-0.160923
3640,	0.763455,-0.00139398,0.574968,-0.188487
3650,	0.761963,-0.000172714,0.51641,-0.245553
3660,	0.772321,-0.00208914,0.494501,-0.27782
3670,	0.772818,-1.65316e-05,0.510263,-0.262555
3680,	0.764971,0.00125298,0.530229,-0.234742
3690,	0.767862,0.00238356,0.509407,-0.258454
3700,	0.764347,-0.000413477,0.546212,-0.218135
3710,	0.770138,0.00164425,0.522824,-0.247313
3720,	0.77413,0.000182391,0.636433,-0.137697
3730,	0.770911,-5.17332e-05,0.500809,-0.270103
3740,	0.772812,-0.00126555,0.580739,-0.192073
3750,	0.770371,0.000818309,0.533633,-0.236738
3760,	0.766255,-0.00252528,0.631579,-0.134676
3770,	0.766274,-0.00257776,0.5831,-0.183174
3780,	0.764014,0.00143589,0.51946,-0.244554
3790,	0.772081,-0.00175524,0.523213,-0.248869
3800,	0.76408,-0.0013643,0.526539,-0.23754
3810,	0.771318,0.00177816,0.539879,-0.231439
3820,	0.7641,-0.00289393,0.56975,-0.19435
3830,	0.772087,-0.000782449,0.597659,-0.174428
3840,	0.769666,-0.000426798,0.571922,-0.197743
3850,	0.767519,-0.00207633,0.516952,-0.250567
3860,	0.76491,0.00425393,0.527916,-0.236993
3870,	0.76904,0.000434604,0.462975,-0.306065
3880,	0.773079,-0.000865633,0.526719,-0.24636
3890,	0.774352,-0.00063578,0.513781,-0.260571
3900,	0.765931,0.000943666,0.546565,-0.219367
3910,	0.7673,0.00202322,0.534419,-0.232881
3920,	0.762913,0.00192943,0.569824,-0.193089
3930,	0.7684,-0.00463757,0.559414,-0.208986
3940,	0.764013,-0.00207442,0.605255,-0.158758
3950,	0.768062,-0.00255492,0.592614,-0.175447
3960,	0.767901,-0.0024313,0.556769,-0.211133
3970,	0.770511,0.00245153,0.578014,-0.192497
3980,	0.76611,0.00286862,0.62058,-0.14553
3990,	0.76918,0.00255696,0.568051,-0.20113
4000,	0.770548,0.000139926,0.627174,-0.143374
4010,	0.771504,-0.00249188,0.549266,-0.222238
4020,	0.768551,0.00106336,0.52355,-0.245001
4030,	0.770698,0.00117268,0.565581,-0.205117
4040,	0.768127,0.00304315,0.528227,-0.2399
4050,	0.776287,0.000633079,0.473125,-0.303162
4060,	0.766585,-0.00357962,0.536293,-0.230292
4070,	0.7674,-0.00236816,0.580176,-0.187224
4080,	0.767511,-0.00326989,0.641283,-0.126228
