MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
1120,	0.771471,-0.00240275,0.426139,-0.345332
1130,	0.76892,0.00296118,0.429022,-0.339898
1140,	0.764176,-0.0029653,0.416913,-0.347263
1150,	0.770392,0.000309939,0.469774,-0.300618
1160,	0.766695,0.00083419,0.451416,-0.31528
1170,	0.765798,-0.00159661,0.434385,-0.331413
1180,	0.766247,0.00030602,0.44735,-0.318897
1190,	0.763919,-0.00366272,0.380796,-0.383124
1200,	0.771634,-0.00209522,0.50435,-0.267284
1210,	0.777174,-0.00586539,0.511179,-0.265995
1220,	0.770947,-0.00151809,0.42856,-0.342388
1230,	0.77232,-0.0022872,0.437144,-0.335177
1240,	0.766021,-0.00216581,0.466114,-0.299907
1250,	0.768106,0.000152553,0.392896,-0.37521
1260,	0.766517,-0.00049936,0.477312,-0.289204
1270,	0.76612,0.00557942,0.381467,-0.384652
1280,	0.771609,0.00277858,0.414129,-0.35748
1290,	0.771759,-0.000230708,0.372362,-0.399396
1300,	0.765538,-0.000772174,0.401324,-0.364214
1310,	0.765045,-0.000372609,0.389183,-0.375862
1320,	0.769776,-0.00285897,0.471521,-0.298255
1330,	0.767393,0.00463576,0.402098,-0.365295
1340,	0.770992,-0.00123585,0.46535,-0.305641
1350,	0.769878,0.00161372,0.479224,-0.290654
1360,	0.770697,0.00281372,0.424204,-0.346493
1370,	0.771469,0.00310423,0.426366,-0.345102
1380,	0.767533,-0.00251261,0.424044,-0.343489
1390,	0.768642,-0.00145837,0.406461,-0.362181
1400,	0.770611,0.000845411,0.454548,-0.316063
1410,	0.7676,-0.00127684,0.466511,-0.301089
1420,	0.774501,-0.00389087,0.476398,-0.298103
1430,	0.768456,0.00493903,0.412952,-0.355504
1440,	0.773447,0.000367082,0.406433,-0.367014
1450,	0.774615,0.00238936,0.438622,-0.335992
1460,	0.769685,0.0015087,0.455147,-0.314538
1470,	0.771144,-0.000464744,0.465504,-0.30564
1480,	0.773528,-0.000599245,0.432261,-0.341267
1490,	0.768817,-0.00245305,0.500039,-0.268778
1500,	0.770947,0.00288644,0.402431,-0.368516
1510,	0.771225,0.00104112,0.433241,-0.337984
1520,	0.768106,9.8799e-05,0.394908,-0.373198
1530,	0.76861,-0.00129136,0.477144,-0.291466
1540,	0.762727,-4.94062e-05,0.433924,-0.328804
1550,	0.767009,-0.00207606,0.352656,-0.414353
1560,	0.770013,0.00306463,0.427208,-0.342805
1570,	0.766574,-0.00186238,0.495097,-0.271477
1580,	0.77108,-0.00263714,0.41158,-0.3595
1590,	0.766826,-0.00128433,0.48187,-0.284955
1600,	0.768228,0.000112388,0.370224,-0.398004
1610,	0.774826,-0.00237024,0.42522,-0.349606
1620,	0.768512,0.000202625,0.429515,-0.338996
1630,	0.767477,-0.00397999,0.47955,-0.287927
1640,	0.767824,-0.00337548,0.413694,-0.35413
1650,	0.771327,-0.00195395,0.439438,-0.331889
1660,	0.768389,-0.000358709,0.418439,-0.34995
1670,	0.767883,0.00432792,0.385696,-0.382187
1680,	0.766916,-0.00457359,0.403413,-0.363503
1690,	0.76844,-0.00337868,0.439451,-0.328989
1700,	0.773234,0.00210482,0.420754,-0.352481
1710,	0.770501,0.000619806,0.484797,-0.285704
1720,	0.776368,-0.00247674,0.403386,-0.372982
1730,	0.770484,-0.00222953,0.44557,-0.324914
1740,	0.768115,-0.00469093,0.426784,-0.341331
1750,	0.764923,-0.00544536,0.439445,-0.325478
1760,	0.768786,-0.00102506,0.444059,-0.324727
1770,	0.769671,0.000331419,0.404758,-0.364913
1780,	0.770261,-0.00506732,0.44733,-0.322931
1790,	0.767721,-0.0072845,0.459413,-0.308309
1800,	0.767539,0.00632256,0.445731,-0.321808
1810,	0.770853,-0.00165151,0.378672,-0.392181
1820,	0.774065,-0.00346978,0.461231,-0.312835
1830,	0.768471,-0.00302912,0.467579,-0.300891
1840,	0.765673,-0.000269571,0.459701,-0.305972
1850,	0.776066,-0.00144816,0.392612,-0.383453
1860,	0.76718,0.00263805,0.436207,-0.330973
1870,	0.768729,0.000433483,0.522312,-0.246417
1880,	0.770076,-0.00225715,0.443902,-0.326175
1890,	0.769372,0.00267567,0.517162,-0.25221
1900,	0.770765,-0.000152358,0.484866,-0.285899
1910,	0.776585,-0.000601193,0.424539,-0.352046
1920,	0.763485,-0.00295351,0.402026,-0.361459
1930,	0.76917,-0.000368941,0.465797,-0.303374
1940,	0.770133,0.00288167,0.38961,-0.380523
1950,	0.766179,0.00230953,0.461625,-0.304554
1960,	0.767887,0.0011029,0.472776,-0.295111
1970,	0.773738,0.000328816,0.439451,-0.334287
1980,	0.766434,0.0018247,0.411079,-0.355355
1990,	0.768577,0.00143412,0.471435,-0.297142
2000,	0.766682,0.00186454,0.421857,-0.344825
2010,	0.771175,0.00338085,0.454911,-0.316264
2020,	0.76973,-0.00263456,0.440821,-0.328909
2030,	0.764594,0.000892589,0.423926,-0.340668
2040,	0.770323,-0.00230154,0.433965,-0.336359
2050,	0.770455,0.000288062,0.46487,-0.305585
2060,	0.768586,0.000834622,0.437967,-0.330619
2070,	0.774022,0.00051047,0.391763,-0.38226
2080,	0.767364,0.00217449,0.413456,-0.353908
2090,	0.759462,0.00187982,0.412542,-0.34692
2100,	0.766115,-0.00112257,0.541945,-0.22417
2110,	0.77074,0.00294184,0.389981,-0.380759
2120,	0.771653,0.00118966,0.457989,-0.313664
2130,	0.776378,-0.00292721,0.43806,-0.338317
2140,	0.766,0.00281192,0.389448,-0.376552
2150,	0.767435,2.45679e-05,0.448548,-0.318886
2160,	0.768147,-0.00148722,0.435199,-0.332947
2170,	0.767581,0.00207793,0.448906,-0.318676
2180,	0.76951,0.00376113,0.441135,-0.328375
2190,	0.769541,0.0017188,0.361478,-0.408064
2200,	0.769519,-0.00187969,0.427504,-0.342015
2210,	0.769267,0.000173849,0.449224,-0.320043
2220,	0.770091,-0.00117296,0.464086,-0.306005
2230,	0.763796,-0.00393973,0.424342,-0.339454
2240,	0.771212,0.00533596,0.382398,-0.388814
2250,	0.775989,-2.45421e-05,0.32364,-0.452348
2260,	0.775234,0.00473716,0.425404,-0.34983
2270,	0.772051,0.000709147,0.410348,-0.361703
2280,	0.768558,-0.00111434,0.345001,-0.423558
2290,	0.769687,0.000269231,0.436873,-0.332814
2300,	0.771075,-0.000504443,0.338231,-0.432844
2310,	0.771616,-0.00274555,0.445083,-0.326533
2320,	0.767081,-0.000817361,0.356065,-0.411016
2330,	0.769185,-0.00240641,0.41283,-0.356355
2340,	0.76586,-0.00172257,0.459138,-0.306722
2350,	0.770146,-0.000382965,0.464255,-0.305891
2360,	0.767404,0.00245132,0.43929,-0.328114
2370,	0.764265,-0.00203056,0.445168,-0.319097
2380,	0.776577,0.000291555,0.432442,-0.344135
2390,	0.773207,-0.00143089,0.318896,-0.454311
2400,	0.776373,-0.000498108,0.372355,-0.404019
2410,	0.769691,0.00350837,0.455387,-0.314304
2420,	0.767904,-0.000231708,0.561248,-0.206656
2430,	0.76712,0.00143414,0.457536,-0.309584
2440,	0.768311,0.000691518,0.413791,-0.354521
2450,	0.77006,0.00117447,0.460249,-0.309811
2460,	0.770883,-0.00104236,0.391231,-0.379652
2470,	0.765253,0.00424386,0.423884,-0.341369
2480,	0.767873,0.00253673,0.453458,-0.314414
2490,	0.767563,-0.0016675,0.463885,-0.303678
2500,	0.76724,-0.00151231,0.460118,-0.307122
2510,	0.766297,-0.000959009,0.5199,-0.246397
2520,	0.772776,0.00100591,0.453211,-0.319565
2530,	0.764219,0.000682629,0.435727,-0.328493
2540,	0.769014,0.0012924,0.435356,-0.333659
2550,	0.769861,0.000449857,0.435775,-0.334086
2560,	0.771392,0.000460386,0.469977,-0.301415
2570,	0.772074,0.00217847,0.412471,-0.359603
2580,	0.773949,-0.004183,0.43503,-0.338918
2590,	0.768161,-0.000309867,0.418799,-0.349362
2600,	0.770197,-0.00328127,0.424149,-0.346048
2610,	0.76903,-0.00187045,0.408443,-0.360586
2620,	0.766797,-0.000490216,0.500392,-0.266405
2630,	0.769577,-0.000591165,0.42912,-0.340457
2640,	0.772066,0.00103496,0.406267,-0.365799
2650,	0.770128,0.00226719,0.39129,-0.378838
2660,	0.774983,0.00207856,0.396535,-0.378448
2670,	0.769904,0.00247017,0.463866,-0.306038
2680,	0.768942,-0.00214237,0.457887,-0.311054
2690,	0.77363,-0.000258781,0.44023,-0.333401
2700,	0.770169,-0.00301063,0.356199,-0.41397
2710,	0.769088,0.000480457,0.441529,-0.327559
2720,	0.775755,0.00188602,0.422238,-0.353516
2730,	0.770796,-0.0023256,0.431312,-0.339484
2740,	0.772858,0.000857441,0.421057,-0.351801
2750,	0.762096,-0.00211086,0.413428,-0.348668
2760,	0.766866,0.00103897,0.448784,-0.318082
2770,	0.77307,0.00412868,0.443123,-0.329947
2780,	0.772646,-0.00269087,0.469847,-0.302798
2790,	0.767668,0.00351929,0.486337,-0.281331
2800,	0.770228,0.00134036,0.425279,-0.344949
2810,	0.772956,0.000290134,0.441728,-0.331228
2820,	0.772397,-0.000179418,0.428232,-0.344166
2830,	0.772985,0.00112039,0.367321,-0.405664
2840,	0.771814,0.00104608,0.400984,-0.37083
2850,	0.767607,0.00132445,0.412806,-0.354801
2860,	0.764061,0.00582495,0.508783,-0.255278
2870,	0.76923,-0.000342977,0.445793,-0.323436
2880,	0.764603,0.00577689,0.442535,-0.322068
2890,	0.771172,0.00326314,0.473931,-0.297241
2900,	0.775331,0.00124257,0.467623,-0.307709
2910,	0.772842,-0.00422515,0.471103,-0.301738
2920,	0.769107,0.000626303,0.456051,-0.313056
2930,	0.773362,0.0013618,0.498602,-0.27476
2940,	0.765411,0.0045557,0.401854,-0.363557
2950,	0.766821,-0.00126591,0.451297,-0.315524
2960,	0.772638,0.000924738,0.518656,-0.253982
2970,	0.765555,0.00153984,0.422554,-0.343
2980,	0.768445,0.00098802,0.455194,-0.313251
2990,	0.765887,-0.000234168,0.469665,-0.296223
3000,	0.76811,0.000523838,0.469759,-0.298351
3010,	0.770751,0.00167641,0.394883,-0.375868
3020,	0.774814,0.00166436,0.441195,-0.33362
3030,	0.769706,0.00188397,0.469912,-0.299794
3040,	0.769933,6.19717e-05,0.442315,-0.327617
3050,	0.768955,0.00254386,0.441748,-0.327207
3060,	0.770173,0.00336514,0.418977,-0.351196
3070,	0.766383,-0.00201219,0.373794,-0.392589
3080,	0.772192,0.00221808,0.39708,-0.375112
3090,	0.764196,-0.000436497,0.42623,-0.337965
3100,	0.770131,-0.00141173,0.501853,-0.268278
3110,	0.769388,0.00115755,0.43562,-0.333768
3120,	0.770814,0.00135585,0.428273,-0.342541
3130,	0.765326,-0.00344406,0.548324,-0.217002
3140,	0.765517,-0.00189894,0.421734,-0.343783
3150,	0.766738,0.00261745,0.445544,-0.321193
3160,	0.774183,0.00583107,0.450135,-0.324048
3170,	0.770504,0.000613805,0.470559,-0.299946
3180,	0.773757,-0.00589174,0.489332,-0.284425
3190,	0.770681,-0.00101458,0.454423,-0.316258
3200,	0.774225,-0.000230539,0.446426,-0.327798
3210,	0.771198,0.000490683,0.438174,-0.333024
3220,	0.767808,-0.00034502,0.347131,-0.420677
3230,	0.768473,0.00149751,0.413458,-0.355015
3240,	0.769129,-0.00250537,0.423875,-0.345254
3250,	0.767366,0.00626783,0.451323,-0.316042
3260,	0.769185,-0.00202599,0.411189,-0.357996
3270,	0.770137,-5.02356e-05,0.375874,-0.394263
3280,	0.765435,-0.000625182,0.456252,-0.309183
3290,	0.771253,0.000554758,0.476838,-0.294415
3300,	0.767478,0.00263413,0.478197,-0.28928
3310,	0.774214,-0.00203142,0.441242,-0.332972
3320,	0.766293,-0.000954999,0.475935,-0.290358
3330,	0.767148,-0.00363215,0.486066,-0.281082
3340,	0.770607,-0.000318376,0.444442,-0.326165
3350,	0.768916,0.00177544,0.343098,-0.425818
3360,	0.767527,0.000581665,0.424997,-0.34253
3370,	0.767979,-0.000486886,0.42143,-0.346549
3380,	0.769469,-0.000360384,0.422619,-0.34685
3390,	0.774174,-0.00179254,0.39053,-0.383644
3400,	0.772463,0.00618486,0.438855,-0.333608
3410,	0.769584,0.00225195,0.447587,-0.321997
3420,	0.770788,-0.00162277,0.454843,-0.315944
3430,	0.767066,-0.00064569,0.465902,-0.301164
3440,	0.764696,0.00176745,0.418053,-0.346642
3450,	0.767268,0.000229518,0.415526,-0.351743
3460,	0.763718,-0.00350643,0.427535,-0.336183
3470,	0.768115,-0.000487254,0.424422,-0.343693
3480,	0.763215,0.00193026,0.383706,-0.379509
3490,	0.774441,-9.17336e-05,0.430166,-0.344275
3500,	0.767935,-0.000145676,0.484328,-0.283607
3510,	0.771216,-0.00114183,0.43339,-0.337827
3520,	0.765768,0.00106132,0.408716,-0.357051
3530,	0.768911,0.00116415,0.464318,-0.304594
3540,	0.770783,0.00199679,0.456033,-0.314749
3550,	0.766356,0.000490489,0.442103,-0.324254
3560,	0.768359,9.53016e-05,0.390242,-0.378117
3570,	0.773545,0.00457532,0.435498,-0.338047
3580,	0.769717,0.000664228,0.49412,-0.275597
3590,	0.770979,0.00238678,0.381597,-0.389382
3600,	0.767598,0.00045896,0.422917,-0.344681
3610,	0.766659,-0.00324088,0.467194,-0.299465
3620,	0.763189,0.00237619,0.413388,-0.349802
3630,	0.766708,0.000272549,0.535002,-0.231706
3640,	0.767584,0.000499217,0.406459,-0.361125
3650,	0.766775,0.000666532,0.408671,-0.358103
3660,	0.77065,-0.000558376,0.453305,-0.317345
3670,	0.776853,-0.00533557,0.467688,-0.309165
3680,	0.769212,-0.000306448,0.516082,-0.25313
3690,	0.76753,-7.07015e-05,0.385,-0.38253
3700,	0.770361,-0.00191506,0.397592,-0.372768
3710,	0.769969,-0.00172869,0.483704,-0.286265
3720,	0.778247,-0.00122904,0.409312,-0.368934
3730,	0.77108,-0.000770594,0.420742,-0.350338
3740,	0.771563,-0.00239933,0.463348,-0.308215
3750,	0.767884,-0.000267982,0.416245,-0.351639
3760,	0.769867,-0.00176625,0.379729,-0.390138
3770,	0.76462,0.00328343,0.400075,-0.364545
3780,	0.771479,0.000506858,0.441785,-0.329693
3790,	0.768965,0.00072784,0.407771,-0.361194
3800,	0.76705,0.0029726,0.401912,-0.365138
3810,	0.770641,0.00540691,0.443236,-0.327405
3820,	0.77397,0.00138915,0.417899,-0.356072
3830,	0.770741,-0.00463219,0.412412,-0.358328
3840,	0.765513,0.00214246,0.461797,-0.303716
3850,	0.768031,0.00362309,0.372355,-0.395676
3860,	0.768776,0.000208382,0.339456,-0.42932
3870,	0.77128,0.00297642,0.36349,-0.40779
3880,	0.766925,-0.00353688,0.458315,-0.30861
3890,	0.772173,0.0034779,0.440769,-0.331403
3900,	0.766181,0.00179199,0.373498,-0.392683
3910,	0.764741,-0.000188624,0.401031,-0.363709
3920,	0.769014,0.00175151,0.349145,-0.419869
3930,	0.771858,-0.00262963,0.399314,-0.372544
3940,	0.765776,-0.00212656,0.429977,-0.335799
3950,	0.769326,-0.000909901,0.404269,-0.365058
3960,	
3970,	
3980,	
3990,	
4000,	
4010,	
4020,	
4030,	
4040,	
4050,	
4060,	
4070,	
4080,	
