MDTU ,delta_S
555,0.07088
556,0.7539
557,-0.03216
558,1.383
559,0.0508
560,-0.4528
561,0.7284
562,-0.609
563,0.4944
564,1.072
565,-0.3344
566,0.4849
567,0.2147
568,0.9273
569,-0.2996
570,0.2484
571,0.362
572,1.524
573,1.146
574,-0.02589
575,0.485
576,1.318
577,0.4342
578,0.7845
579,0.1379
580,0.524
581,1.451
582,0.655
583,0.5178
584,-0.1302
585,1.055
586,-0.1887
587,0.9168
588,1.609
589,0.8709
590,1.67
591,-0.3563
592,-0.03204
593,-0.3085
594,1.321
595,-0.723
596,-0.3687
597,0.6324
598,-1.379
599,-0.08353
600,0.1762
601,1.026
602,0.8078
603,0.4084
604,0.1968
605,-0.2266
606,0.1914
607,-1.133
608,0.536
609,0.3902
610,-0.7085
611,0.8522
612,0.2866
613,0.3774
614,0.3563
615,-0.9055
616,1.181
617,-0.3797
618,0.2904
619,-0.01058
620,-0.03534
621,1.024
622,0.03329
623,-0.1971
624,-0.04628
625,1.235
626,0.5612
627,0.7027
628,0.4802
629,0.5823
630,-0.767
631,1.426
632,-0.2272
633,0.2312
634,-0.2696
635,-0.005186
636,0.01699
637,-0.01623
638,0.4515
639,-1.305
640,0.6465
641,-0.4585
642,-0.5816
643,-0.4328
644,0.9136
645,1.83
646,-0.3683
647,-0.6917
648,0.03761
649,0.4952
650,-0.4711
651,-0.1655
652,1.41
653,1.334
654,0.2043
655,-1.022
656,0.1126
657,-0.7909
658,0.995
659,0.2115
660,0.5181
661,-0.2882
662,1.009
663,0.5064
664,-0.3294
665,1.498
666,1.569
667,1.957
668,0.2131
669,0.2148
670,0.6542
671,0.7758
672,0.4829
673,0.621
674,-0.7545
675,1.061
676,0.8022
677,1.236
678,-0.3693
679,0.4995
680,0.9212
681,-0.0117
682,1.097
683,0.1242
684,0.4451
685,0.855
686,-0.5119
687,0.6842
688,0.01619
689,0.6576
690,-0.211
691,0.2449
692,0.7554
693,0.6808
694,0.6346
695,1.299
696,0.6939
697,0.2033
698,0.2341
699,0.742
700,-0.4865
701,0.02738
702,-0.1596
703,-0.133
704,0.951
705,0.9767
706,1.013
707,0.1747
708,-0.5524
709,0.8052
710,-0.358
711,0.7446
712,-0.1255
713,-2.056
714,0.5363
715,-0.06506
716,0.211
717,0.05533
718,0.6028
719,-0.1834
720,0.2244
721,0.06546
722,0.4294
723,0.03353
724,0.3546
725,0.3354
726,0.01906
727,0.2401
728,-0.1038
729,-0.3904
730,0.07199
731,0.3854
732,-0.4199
733,1.098
734,1.573
735,1.437
736,-0.03726
737,1.164
738,0.8497
739,1.25
740,-0.4901
741,-1.281
742,0.1821
743,0.4592
744,-0.4745
745,-0.5869
746,1.139
747,-0.8359
748,-0.8512
749,1.075
750,-0.08587
751,0.3146
752,1.131
753,0.7383
754,-0.147
755,-0.1749
756,-0.2029
757,-0.7316
758,-0.3094
759,-0.2985
760,1.166
761,-0.2
762,-0.4868
763,0.6767
764,-0.3205
765,1.012
766,-0.1843
767,-0.3562
768,0.4865
769,-0.3576
770,-0.1055
771,0.07054
772,-0.2278
773,-0.01061
774,0.4544
775,0.8909
776,0.162
777,0.8482
778,-0.297
779,0.3036
780,1.213
781,-0.6554
782,0.1142
783,1.075
784,0.8686
785,-0.01235
786,0.383
787,0.5321
788,0.6708
789,0.3203
790,-0.1626
791,0.4888
792,-0.5653
793,0.02049
794,0.353
795,-0.1702
796,0.3963
797,0.1979
798,0.7647
799,0.8607
800,0.8228
801,0.7328
802,0.5464
803,0.2937
804,0.8309
805,-0.6974
806,-0.01313
807,-0.1061
808,0.5931
809,-0.4424
810,0.8708
811,0.7343
812,1.131
813,0.5709
814,0.3357
815,-1.864
816,0.1543
817,0.2737
818,-0.3155
819,0.406
820,-0.0105
821,-1.099
822,-0.315
823,-1.016
824,0.2917
825,1.209
826,-0.3881
827,-0.09069
828,-0.4471
829,0.7737
830,0.4505
831,0.7221
832,0.7641
833,0.3553
834,0.3588
835,-1.248
836,0.1999
837,-0.4987
838,0.05252
839,-0.09291
840,-0.3709
841,1.427
842,0.08603
843,-0.8576
844,-0.106
845,0.2888
846,0.861
847,0.7088
848,0.4098
849,0.04653
850,-0.3906
851,0.9522
852,0.8834
853,1.086
854,0.5651
855,0.4807
856,-0.8477
857,-0.2798
858,0.6176
859,-0.9061
860,1.031
861,-0.1938
862,0.9083
863,0.476
864,0.0926
865,-0.2767
866,-0.4385
867,0.394
868,0.7047
869,-0.01975
870,-0.7316
871,-0.5288
872,0.03256
873,0.9667
874,0.8454
875,0.1587
876,-0.04056
877,0.6095
878,-0.1454
879,0.8323
880,-0.7139
881,0.8044
882,-0.2553
883,0.5284
884,0.1399
885,-0.9524
886,-0.07361
887,0.5279
888,-0.05393
889,-0.2096
890,0.8647
891,-0.1239
892,1.326
893,1.284
894,1.069
895,0.7876
896,-0.5426
897,0.1114
898,0.8173
899,1.556
900,-0.724
901,1.482
902,-0.1996
903,0.7592
904,-0.7781
905,0.6084
906,0.7935
907,-0.08586
908,0.3534
909,0.3402
910,0.04307
911,0.5094
912,0.6852
913,0.5764
914,0.01099
915,-0.3968
916,-1.19
917,0.5657
918,0.2977
919,-1.033
920,1.616
921,-0.6472
922,0.4108
923,-0.3036
924,-0.07117
925,0.7724
926,-0.6824
927,-0.5104
928,0.516
929,0.3588
930,1.005
931,0.3502
932,0.4641
933,0.9352
934,-0.116
935,0.6156
936,1.222
937,-0.2465
938,-0.8562
939,0.3464
940,-1.598
941,0.5697
942,-0.1865
943,0.2756
944,1.528
945,0.1645
946,1.104
947,-0.9688
948,0.1823
949,0.5326
950,0.2729
951,-0.4605
952,0.5209
953,0.1727
954,0.2154
955,1.085
956,-0.05386
957,-0.3202
958,-0.6154
959,-0.8352
960,1.146
961,0.5367
962,0.4189
963,0.723
964,-0.7063
965,0.5643
966,-0.8176
967,-0.866
968,0.1068
969,0.7116
970,0.6036
971,0.3689
972,0.2578
973,-0.8995
974,0.3201
975,-0.2509
976,0.6721
977,0.1171
978,1.078
979,-0.1171
980,0.5052
981,0.5467
982,-0.08215
983,-0.02192
984,0.7376
985,-0.5022
986,0.4197
987,-0.05753
988,0.2303
989,0.3906
990,-0.8644
991,1.074
992,1.276
993,1.043
994,0.9043
995,-0.5802
996,0.7203
997,0.8248
998,1.098
999,0.001595
1000,0.8145
1001,-0.9164
1002,0.1077
1003,-0.6332
1004,0.6316
1005,0.5667
1006,-0.1283
1007,0.08408
1008,0.9359
1009,-0.07449
1010,0.2211
1011,-0.7693
1012,0.1698
1013,1.049
1014,-0.4709
1015,0.07178
1016,1.509
1017,1.412
1018,-0.1046
1019,1.469
1020,0.5938
1021,0.5067
1022,-0.8393
1023,0.7145
1024,0.6264
1025,0.3831
1026,-0.1122
1027,-0.2824
1028,-0.7002
1029,-0.1395
1030,1.126
1031,0.9379
1032,-0.09613
1033,0.7278
1034,-0.1129
1035,-0.14
1036,0.2313
1037,0.3551
1038,0.3366
1039,-0.01957
1040,-1.726
1041,0.7889
1042,-0.5443
1043,-0.4001
1044,0.9482
1045,0.595
1046,0.5127
1047,0.5705
1048,0.5204
1049,-0.6497
1050,0.1052
1051,1.168
1052,0.08552
1053,-0.6675
1054,0.2176
1055,0.732
1056,-0.8916
1057,0.00358
1058,1.554
1059,-0.221
1060,0.5993
1061,-1.036
1062,-0.2303
1063,-0.7937
1064,-0.2441
1065,-0.4605
1066,0.2012
1067,0.07969
1068,0.111
1069,1.344
1070,-0.5535
1071,1.488
1072,-0.7092
1073,0.8547
1074,0.7565
1075,0.5
1076,0.8587
1077,-0.242
1078,0.1989
1079,0.5579
1080,1.382
1081,-0.698
1082,0.7356
1083,0.07532
1084,-0.1855
1085,0.4536
1086,0.2576
1087,1.259
1088,0.3927
1089,-0.3057
1090,1.709
1091,0.582
1092,-0.552
1093,0.1169
1094,-0.4323
1095,-0.545
1096,-0.01997
1097,0.6499
1098,0.08213
1099,1.446
1100,0.1596
1101,0.4235
1102,-0.6221
1103,0.4569
1104,0.5626
1105,0.1998
1106,-0.2357
1107,-0.3742
1108,0.03941
1109,-0.02684
1110,0.306
1111,-0.1884
1112,-0.4458
1113,0.3476
1114,-0.353
1115,-0.1454
1116,-0.8341
1117,0.1247
1118,0.173
1119,-0.5645
1120,-0.3957
1121,0.5013
1122,-0.0005782
1123,-0.1864
1124,0.8087
1125,0.418
1126,0.2022
1127,0.4182
1128,-0.168
1129,-0.03415
1130,-0.4398
1131,0.5204
1132,-0.08019
1133,0.2409
1134,0.8901
1135,0.8406
1136,0.0855
1137,0.5848
1138,1.449
1139,-0.6777
1140,0.2768
1141,-1.094
1142,1.855
1143,-0.676
1144,0.1013
1145,0.1957
1146,0.5765
1147,-0.2132
1148,-0.4567
1149,-0.6482
1150,-0.07702
1151,-0.3692
1152,0.9048
1153,0.2009
1154,0.7579
1155,-0.3053
1156,2.223
1157,0.9351
1158,1.268
1159,0.0232
1160,-0.9652
1161,-0.3584
1162,-0.5383
1163,1.782
1164,-0.9645
1165,0.1891
1166,0.656
1167,1.096
1168,1.466
1169,0.5085
1170,-0.04712
1171,0.09519
1172,-0.5815
1173,-1.512
1174,1.152
1175,0.1734
1176,-0.3194
1177,0.247
1178,-1.108
1179,-0.3603
1180,-1.215
1181,0.6141
1182,-0.03464
1183,-0.008281
1184,-0.4841
1185,-0.1489
1186,-0.8153
1187,1.044
1188,0.3933
1189,0.5558
1190,0.317
1191,-0.1022
1192,0.5817
1193,-0.5168
1194,1.399
1195,0.5687
1196,0.5021
1197,-0.9044
1198,0.05456
1199,-0.4826
1200,-0.2727
1201,0.6967
1202,0.2995
1203,-0.051
1204,0.04159
1205,-0.3583
1206,0.3134
1207,-0.1342
1208,-0.06606
1209,0.3043
1210,0.3449
1211,-0.006774
1212,-1.703
1213,0.318
1214,0.4207
1215,0.2039
1216,0.2852
1217,-0.2156
1218,-0.2468
1219,0.6765
1220,-0.8009
1221,0.0977
1222,0.6206
1223,1.151
1224,0.6044
1225,-1.507
1226,0.5022
1227,-0.705
1228,-1.071
1229,0.274
1230,0.5198
1231,0.07539
1232,-0.6967
1233,1.246
1234,0.183
1235,1.204
1236,0.6125
1237,0.3226
1238,1.176
1239,0.9325
1240,0.08742
1241,0.2466
1242,-0.03559
1243,0.08302
1244,0.7451
1245,-0.05805
1246,0.5327
1247,-0.3304
1248,0.8147
1249,0.369
1250,0.6114
1251,0.4233
1252,-0.143
1253,0.8145
1254,0.6472
1255,0.4792
1256,-0.1734
1257,1.087
1258,1.312
1259,-0.3802
1260,0.6335
1261,0.8081
1262,0.3913
1263,0.02891
1264,0.3951
1265,0.4403
1266,-0.942
1267,0.5163
1268,-0.7447
1269,0.2277
1270,-0.1701
1271,-0.4149
1272,0.3658
1273,0.3438
1274,0.32
1275,0.7953
1276,-0.1458
1277,0.7394
1278,2.071
1279,-0.4341
1280,-0.1046
1281,0.3413
1282,0.1934
1283,0.4108
1284,-0.1948
1285,0.5226
1286,-0.03186
1287,0.03945
1288,-1.372
1289,0.02622
1290,-0.1666
1291,-0.9199
1292,0.1048
1293,0.7696
1294,-0.1227
1295,-0.2402
1296,-0.02395
1297,-0.09321
1298,0.9599
1299,-0.3078
1300,-0.3133
1301,0.5963
1302,0.3632
1303,-0.513
1304,-0.1748
1305,1.581
1306,-0.4534
1307,0.5387
1308,-0.3856
1309,1.37
1310,0.1878
1311,-0.3863
1312,0.5631
1313,0.2414
1314,-1.622
1315,0.8925
1316,-0.9928
1317,-0.3699
1318,0.8305
1319,-0.7756
1320,0.2127
1321,-0.2259
1322,-0.01483
1323,0.2141
1324,1.771
1325,0.09119
1326,-1.707
1327,-0.2478
1328,-0.1638
1329,-0.128
1330,0.03222
1331,0.847
1332,0.5057
1333,-0.499
1334,0.1409
1335,-0.1219
1336,0.362
1337,1.107
1338,-0.2736
1339,0.5703
1340,0.2414
1341,0.278
1342,1.244
1343,0.9641
1344,-0.03808
1345,0.1581
1346,1.694
1347,1.362
1348,-0.5535
1349,0.5683
1350,0.7927
1351,0.3498
1352,0.2181
1353,0.561
1354,0.4405
1355,0.8614
1356,0.7114
1357,0.4159
1358,0.3999
1359,0.287
1360,-0.08904
1361,0.8603
1362,0.3078
1363,0.4765
1364,0.5375
1365,-0.4949
1366,-0.6358
1367,-0.2721
1368,0.4421
1369,-0.536
1370,0.1082
1371,1.056
1372,0.592
1373,-0.2489
1374,-0.0238
1375,0.2408
1376,0.5926
1377,-0.08895
1378,-0.3068
1379,0.5847
1380,0.7377
1381,0.8372
1382,0.9124
1383,-0.2722
1384,1.119
1385,0.229
1386,0.6698
1387,-0.6157
1388,1.122
1389,0.5397
1390,0.0853
1391,0.9852
1392,-0.3383
1393,0.6922
1394,0.49
1395,0.4575
1396,-0.06721
1397,0.1404
1398,0.1701
1399,0.1832
1400,0.3551
1401,-0.8812
1402,0.3993
1403,0.2782
1404,0.3317
1405,0.4044
1406,0.3095
1407,1.235
1408,-0.3296
1409,-0.5675
1410,0.8876
1411,0.6663
1412,1.301
1413,0.2314
1414,0.9004
1415,0.09394
1416,1.163
1417,0.7435
1418,-0.4354
1419,-0.168
1420,-0.2791
1421,0.2438
1422,-0.4167
1423,1.596
1424,-0.9404
1425,1.762
1426,0.3424
1427,0.5095
1428,-0.3862
1429,-0.7252
1430,-0.298
1431,0.4974
1432,-0.08781
1433,0.2845
1434,0.2449
1435,0.03171
1436,0.2591
1437,0.3265
1438,0.336
1439,-0.1708
1440,0.371
1441,-0.27
1442,0.5969
1443,-0.1468
1444,0.2123
1445,1.141
1446,-0.1516
1447,0.2256
1448,0.08449
1449,2.756
1450,-0.2079
1451,0.1202
1452,-0.7822
1453,-0.1724
1454,1.042
1455,0.8567
1456,0.6619
1457,1.029
1458,-0.5538
1459,-0.278
1460,0.04097
1461,0.3548
1462,0.7762
1463,0.7977
1464,-0.3047
1465,0.2166
1466,-1.457
1467,-0.3343
1468,-0.1096
1469,-0.3307
1470,-0.3087
1471,0.4302
1472,-0.1912
1473,1.373
1474,0.2979
1475,0.1969
1476,-0.03519
1477,0.04197
1478,-0.4186
1479,0.9509
1480,-0.2452
1481,0.1422
1482,0.253
1483,2.057
1484,-0.314
1485,-0.444
1486,-0.3561
1487,1.327
1488,1.441
1489,0.13
1490,-0.6156
1491,-1.059
1492,0.4814
1493,1.35
1494,0.618
1495,0.6089
1496,-0.2106
1497,-0.2205
1498,-0.0608
1499,-0.2247
1500,0.443
1501,1.087
1502,0.03894
1503,0.7268
1504,-0.1312
1505,0.2518
1506,0.1979
1507,1.362
1508,-0.1147
1509,0.7044
1510,0.04311
1511,0.1904
1512,0.3026
1513,-1.175
1514,-0.1033
1515,0.4216
1516,0.4724
1517,0.5572
1518,-0.2789
1519,0.1401
1520,0.3748
1521,0.1036
1522,-0.5579
1523,0.007169
1524,0.1012
1525,1.984
1526,0.1806
1527,0.1394
1528,0.08211
1529,-0.7196
1530,-1.051
1531,1.057
1532,-0.1328
1533,1.018
1534,-0.4501
1535,-0.5161
1536,-0.1655
1537,1.165
1538,0.5664
1539,0.07238
1540,-0.1087
1541,-1.522
1542,0.3051
1543,0.7994
1544,-0.4119
1545,0.59
1546,-0.6044
1547,-0.6494
1548,0.1397
1549,-0.2021
1550,-0.08409
1551,-0.6296
1552,0.08795
1553,0.5383
1554,-0.3138
1555,0.5423
1556,0.6894
1557,0.9078
1558,1.273
1559,-0.415
1560,0.06158
1561,2.113
1562,-0.3275
1563,0.9844
1564,-0.2778
1565,-0.4563
1566,0.1605
1567,0.8022
1568,0.4966
1569,0.1742
1570,0.1753
1571,-0.8018
1572,-1.264
1573,-0.1573
1574,-0.363
1575,1.464
1576,-0.06102
1577,-0.1795
1578,0.7354
1579,0.7055
1580,-0.1098
1581,0.7283
1582,1.583
1583,1.026
1584,0.481
1585,1.101
1586,-0.3385
1587,-0.1743
1588,-0.07081
1589,1.165
1590,0.4771
1591,-0.7878
1592,0.1189
1593,0.4888
1594,-0.2207
1595,-0.3579
1596,-0.1788
1597,0.1448
1598,-0.481
1599,0.4133
1600,0.5065
1601,1.191
1602,0.06319
1603,-0.2366
1604,0.471
1605,0.1496
1606,-0.4004
1607,-0.02132
1608,0.8223
1609,0.897
1610,-0.09493
1611,-1.139
1612,1.357
1613,0.9797
1614,-0.5275
1615,1.18
1616,0.3892
1617,-1.424
1618,0.7097
1619,0.639
1620,0.3345
1621,-0.4412
1622,0.3493
1623,-0.197
1624,0.01863
1625,-0.5401
1626,1.144
1627,0.8869
1628,0.333
1629,0.03188
1630,0.2519
1631,-0.4863
1632,0.6943
1633,0.8494
1634,-0.1835
1635,0.4031
1636,0.3548
1637,-0.8427
1638,-0.1079
1639,0.002367
1640,0.577
1641,0.03113
1642,-0.9567
1643,0.3966
1644,-0.4541
1645,-0.2734
1646,0.6466
1647,1.113
1648,-0.07515
1649,0.2655
1650,0.06993
1651,0.59
1652,0.5418
1653,0.2989
1654,0.7175
1655,-0.3746
1656,0.6565
1657,0.8999
1658,1.184
1659,-1.503
1660,-0.1793
1661,0.2364
1662,-0.6257
1663,1.251
1664,0.2158
1665,-0.01468
1666,-0.6587
1667,1.28
1668,0.2105
1669,0.2537
1670,0.1786
1671,-0.2771
1672,0.01629
1673,0.1813
1674,-0.3799
1675,0.5651
1676,0.0709
1677,1.017
1678,0.9244
1679,0.1213
1680,0.005624
1681,0.06839
1682,0.5391
1683,-0.6884
1684,0.6811
1685,0.04873
1686,0.36
1687,0.3989
1688,1.43
1689,0.9816
1690,0.4536
1691,0.4643
1692,0.2689
1693,0.2448
1694,0.8352
1695,-0.01753
1696,0.9086
1697,-0.7215
1698,0.6727
1699,0.5138
1700,0.3771
1701,0.5909
1702,-0.02279
1703,-0.2432
1704,1.532
1705,0.1579
1706,-0.3063
1707,0.5695
1708,0.8281
1709,-0.05084
1710,-0.5852
1711,0.6969
1712,-0.3849
1713,0.9641
1714,0.5931
1715,0.1659
1716,-0.5614
1717,-0.1418
1718,0.5541
1719,0.8155
1720,-0.07535
1721,-0.211
1722,0.2111
1723,1.668
1724,-0.8199
1725,-0.3888
1726,-0.3953
1727,0.4333
1728,1.295
1729,-1.233
1730,0.2365
1731,0.2408
1732,1.283
1733,-1.216
1734,0.2224
1735,0.4576
1736,0.3971
1737,0.07242
1738,0.2337
1739,0.8118
1740,0.6926
1741,-0.04492
1742,0.2134
1743,-0.1378
1744,-1.139
1745,0.1139
1746,0.3242
1747,-1.355
1748,-0.3891
1749,-0.2681
1750,-0.07735
1751,1.137
1752,0.1508
1753,0.263
1754,-0.9302
1755,1.627
1756,-0.05543
1757,-0.09981
1758,-0.3874
1759,1.732
1760,1.023
1761,-0.3312
1762,0.2372
1763,1.347
1764,0.9017
1765,-0.6116
1766,1.197
1767,-0.01885
1768,0.9411
1769,1.263
1770,0.7594
1771,-0.2621
1772,1.558
1773,-0.01508
1774,0.273
1775,0.2918
1776,-0.4253
1777,0.2728
1778,0.7961
1779,-0.2735
1780,0.6606
1781,1.418
1782,-0.681
1783,-0.4451
1784,-0.7393
1785,0.8592
1786,0.6432
1787,-0.6771
1788,-0.5146
1789,-1.103
1790,0.5319
1791,-0.8153
1792,-0.2388
1793,-0.1838
1794,-0.8866
1795,-1.116
1796,0.2761
1797,1.04
1798,-0.5394
1799,-0.7242
1800,0.8471
1801,1.092
1802,0.0254
1803,0.7564
1804,0.3707
1805,1.497
1806,0.2133
1807,-0.7218
1808,0.03383
1809,0.2082
1810,0.9852
1811,0.684
1812,0.2972
1813,-1.005
1814,0.6598
1815,0.8098
1816,0.7142
1817,0.9549
1818,1.094
1819,1.543
1820,0.6784
1821,-1.457
1822,-0.1602
1823,0.2527
1824,1.154
1825,-0.3991
1826,0.3888
1827,0.8217
1828,0.4379
1829,0.3322
1830,1
1831,0.8772
1832,-0.1467
1833,0.1518
1834,-0.03099
1835,-0.4333
1836,-0.05241
1837,1.274
1838,0.0337
1839,0.9246
1840,0.9213
1841,0.2126
1842,-0.8579
1843,1.423
1844,0.6829
1845,-0.3427
1846,-0.1644
1847,0.1445
1848,0.1202
1849,0.2628
1850,-0.6327
1851,0.6733
1852,0.02005
1853,1.371
1854,0.4406
1855,0.1185
1856,1.025
1857,0.01694
1858,-0.5838
1859,0.3763
1860,-0.7591
1861,1.115
1862,1.087
