MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
700,	1.52901,0.00446966,1.56268,0.0336726
710,	1.5251,0.000765521,1.48359,-0.0415113
720,	1.53644,0.00780079,1.51753,-0.0189037
730,	1.52656,-0.00400223,1.43556,-0.0910014
740,	1.53373,0.00134041,1.41027,-0.123464
750,	1.53888,-0.004612,1.53768,-0.00119789
760,	1.53152,-0.00608746,1.45256,-0.0789604
770,	1.53441,0.00165695,1.55966,0.0252536
780,	1.5257,0.00479007,1.40284,-0.122861
790,	1.53901,-0.00856476,1.5871,0.0480879
800,	1.52683,-0.00247255,1.56199,0.0351569
810,	1.53841,-0.00234822,1.50489,-0.0335189
820,	1.53238,0.00255319,1.53444,0.00205432
830,	1.52687,0.00652007,1.49519,-0.031685
840,	1.53858,0.00622938,1.30826,-0.230326
850,	1.53259,0.00373348,1.5536,0.02101
860,	1.53572,-0.00231494,1.48917,-0.0465438
870,	1.53513,-0.00475631,1.39459,-0.140538
880,	1.54658,-0.00401239,1.47767,-0.0689045
890,	1.53044,0.00997082,1.35572,-0.174717
900,	1.53423,0.000543069,1.35072,-0.183507
910,	1.53474,-0.004489,1.54591,0.011165
920,	1.5344,0.00329394,1.39704,-0.137357
930,	1.5394,0.00285875,1.44868,-0.0907282
940,	1.53294,0.000936243,1.49094,-0.042006
950,	1.53633,0.000188088,1.51669,-0.0196314
960,	1.54122,-0.000124579,1.60337,0.0621525
970,	1.53259,0.0130067,1.53323,0.000637699
980,	1.52771,0.00758357,1.60954,0.0818337
990,	1.53604,-0.00594377,1.56064,0.024609
1000,	1.52205,-0.00704572,1.52179,-0.000261104
1010,	1.53977,-0.00119006,1.3943,-0.145473
1020,	1.53943,0.0134396,1.49371,-0.0457229
1030,	1.54103,0.00842455,1.35028,-0.190749
1040,	1.53025,0.00297246,1.49304,-0.037207
1050,	1.53897,0.00193086,1.51039,-0.0285805
1060,	1.52153,0.000181963,1.5841,0.0625668
1070,	1.53386,-1.18563e-05,1.55294,0.0190805
1080,	1.52695,-0.00261813,1.52606,-0.000886998
1090,	1.52585,-0.00963786,1.62417,0.0983184
1100,	1.55167,-0.00446325,1.43003,-0.121639
1110,	1.53787,0.00654086,1.44593,-0.0919473
1120,	1.53361,0.00947938,1.53169,-0.00192046
1130,	1.5289,-0.0104129,1.56661,0.0377107
1140,	1.5315,-0.00465631,1.43737,-0.0941383
1150,	1.53518,0.00712978,1.47036,-0.0648161
1160,	1.53912,-0.00388673,1.55007,0.0109513
1170,	1.53097,-0.00417129,1.48834,-0.0426251
1180,	1.52996,-0.00337121,1.60192,0.0719603
1190,	1.52404,-0.00601562,1.36654,-0.157493
1200,	1.54109,-0.00607535,1.47603,-0.0650531
1210,	1.54152,0.0114128,1.53966,-0.00185884
1220,	1.53605,0.00252268,1.5047,-0.0313506
1230,	1.54043,-0.00734727,1.51853,-0.0218993
1240,	1.52524,-0.00171734,1.55816,0.0329226
1250,	1.53512,0.000966186,1.37279,-0.162333
1260,	1.53882,-0.00743522,1.51108,-0.0277382
1270,	1.52724,-0.00360553,1.42963,-0.0976115
1280,	1.53925,-0.00100959,1.49379,-0.045456
1290,	1.52181,0.00530517,1.51729,-0.00451996
1300,	1.54068,0.00486661,1.42264,-0.118047
1310,	1.52047,0.0015499,1.51418,-0.00628838
1320,	1.53697,-0.00224712,1.45528,-0.0816919
1330,	1.52593,0.00507325,1.51563,-0.0102959
1340,	1.54959,0.000243415,1.39679,-0.152799
1350,	1.53643,-0.00418764,1.49343,-0.0430016
1360,	1.53487,-0.00252533,1.58136,0.0464898
1370,	1.53586,0.000114328,1.51157,-0.0242988
1380,	1.5427,-0.00193882,1.46243,-0.080263
1390,	1.52406,-0.000215431,1.50188,-0.0221776
1400,	1.5369,0.00510703,1.48373,-0.0531669
1410,	1.54158,0.00915554,1.44968,-0.0919003
1420,	1.53814,0.00304805,1.48987,-0.0482709
1430,	1.53342,0.00856443,1.55692,0.0235043
1440,	1.54417,-0.00350796,1.49669,-0.0474719
1450,	1.54515,-0.0015986,1.50647,-0.0386835
1460,	1.53945,-0.00520321,1.45278,-0.0866692
1470,	1.53483,0.00445467,1.53095,-0.00388735
1480,	1.52444,0.00070768,1.63023,0.105788
1490,	1.53649,-0.00161686,1.47065,-0.0658318
1500,	1.52691,-0.00258452,1.45263,-0.0742811
1510,	1.53715,-0.00174696,1.52312,-0.0140327
1520,	1.52373,0.0028171,1.46836,-0.055374
1530,	1.5246,0.00729723,1.49851,-0.0260968
1540,	1.52133,0.00270725,1.45141,-0.0699164
1550,	1.53878,0.0062376,1.46884,-0.0699376
1560,	1.53733,0.00181584,1.32654,-0.210788
1570,	1.53493,-0.00144892,1.53567,0.00073636
1580,	1.53179,-0.00318016,1.41498,-0.116806
1590,	1.52609,-0.00937122,1.53864,0.0125477
1600,	1.53831,0.00342406,1.34945,-0.18886
1610,	1.54523,-0.00800104,1.48387,-0.0613565
1620,	1.5171,0.000707566,1.42552,-0.0915773
1630,	1.53589,0.00082462,1.56704,0.0311508
1640,	1.54342,-0.00616267,1.3464,-0.197023
1650,	1.52158,0.00776552,1.51697,-0.00461162
1660,	1.5363,-0.00160773,1.45615,-0.0801519
1670,	1.53315,0.00397595,1.44198,-0.0911739
1680,	1.54024,0.00527401,1.55673,0.0164853
1690,	1.53691,0.00415136,1.34374,-0.193165
1700,	1.53514,-0.00285223,1.40504,-0.1301














































































































































































































































